Bleh	CD4.positive..alpha.beta.T.cell	CD14.positive..CD16.negative.classical.monocyte	mature.neutrophil	cytotoxic.CD56.dim.natural.killer.cell	memory.B.cell	CD38.negative.naive.B.cell	macrophage	memory.CD4.positive.alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
CCDC66	5.405582	1.11032	1.231579	1.308901	1.359447	1.591804	1.062509	2.658493	2.33211
CCDC61	1.016043	0.989011	1.037398	1.020408	1.042643	0.996764	0.977528	1.015558	1.015625
FOXK2	1.171779	1.173554	1.138783	1.202899	1.183246	1.174757	1.209362	1.121076	1.128205
FOXK1	1.271739	1.08235	1.041534	1.079167	1.071895	1.148649	0.989247	1.135593	1.133574
CCDC62	0.88125	0.788396	0.971963	0.861736	0.906122	0.958042	0.79612	0.826123	0.828571
MIR4775	0.995671	1.071625	1.158672	0.986667	1.034146	1.066667	1.032967	0.987654	0.993333
TYSND1	1.076923	1.0	0.96476	1.061224	1.159574	1.119565	0.981685	1.049743	1.057979
CCDC69	2.179011	4.615832	2.436923	5.638359	2.231894	3.268861	1.104294	2.302088	2.971123
ANKRD36BP2	1.498282	0.728723	0.766555	0.805556	0.973214	0.877778	0.70049	0.885496	0.854123
TMEM119	0.806584	0.820755	1.081081	0.810127	0.754478	0.719348	0.797251	0.933333	0.903869
DPY19L3	1.025546	1.079692	1.537766	1.015385	0.999999	1.109244	0.970297	0.956743	0.977011
EP400	1.142857	1.084906	1.125	1.065789	1.124002	1.247919	0.987097	1.094118	1.119048
TMEM110	1.056874	1.190868	1.128571	1.0	1.006742	1.058824	1.071429	1.053763	1.03993
MIS12	1.309402	1.052008	1.050251	1.225434	1.183735	1.206897	1.061611	1.222749	1.196141
TMEM114	0.178937	0.285555	0.172105	0.174803	0.386069	0.647586	1.178423	0.034778	0.173332
TMEM115	1.048276	1.110266	1.309976	1.245902	1.201923	1.2	1.264516	1.179724	1.204819
TMEM116	1.165999	0.977169	0.991228	1.00885	1.006803	0.993548	0.991304	1.302083	1.186047
TMEM117	0.955224	0.849246	0.745204	0.967985	0.967742	1.011905	1.227513	0.944444	0.953642
LOC101928069	0.985294	0.9125	0.87931	0.975	0.996516	0.995745	0.930556	0.965517	0.973214
KANSL1L	1.126146	1.090164	1.297546	0.995261	0.957204	1.19733	1.02381	0.974874	0.97479
TAF13	1.040724	1.452632	1.325197	1.225296	1.045455	1.0	2.237332	1.231939	1.202797
SLC35A4	1.068063	1.140625	1.127273	1.235909	1.079545	1.05679	1.207792	1.158416	1.153846
SLC35A5	1.080702	1.284211	1.314449	1.062241	1.059326	1.105085	1.303797	1.02	1.02069
SLC35A1	1.210526	1.635371	1.171975	1.221021	1.102041	1.116022	1.273316	1.191176	1.179775
SLC35A2	1.001711	1.023102	1.2	0.998549	1.012987	0.984709	1.184116	1.0	0.980237
SLC35A3	1.145833	1.079365	1.011236	1.064516	1.026	1.048934	1.074627	1.045131	1.060606
ANKRD18A	0.952381	0.830508	0.990899	0.309403	0.384801	0.640687	0.636305	0.962963	0.933798
NXF1	2.83918	4.158436	2.34401	2.074753	2.421556	2.463543	1.339583	2.575581	2.280966
TM2D1	1.654762	1.421053	1.305699	1.407946	1.64486	2.07251	2.061143	1.30619	1.477273
NXF3	0.222599	0.75	0.820513	0.405381	0.401681	0.641033	0.881119	0.049035	0.180741
FAF1	1.799645	1.358817	1.086093	1.298246	1.264706	1.258537	1.402062	1.293023	1.271739
PGM5	0.618903	0.917466	1.12628	0.310232	0.41095	0.641392	0.961424	0.051222	0.18214
FAF2	1.13615	1.170909	1.292181	1.163522	1.111111	1.147368	1.295775	1.094017	1.142079
TAF12	1.131148	1.260417	1.737536	1.361277	1.189964	1.133323	1.260274	1.254509	1.276316
PGM1	1.058065	1.20424	1.28125	1.463415	1.076305	0.978947	1.271605	1.22093	1.232472
ASIC3	0.939866	0.852558	0.842857	0.792793	0.879433	0.87399	0.861538	0.875	0.823956
MIR4680	9.932222	3.773659	5.098378	4.780814	9.207253	8.286963	2.438452	7.758267	9.404803
ABCB10	1.096014	1.139013	0.980392	1.098592	1.008129	1.048035	1.247241	1.075949	1.077551
APLN	0.803961	0.379845	0.216607	0.705055	0.402521	0.718499	0.782178	0.055442	0.187357
TMEM44	0.854599	0.794712	0.837209	0.897858	0.936842	0.894737	0.984	0.857988	0.906667
OSR2	0.403485	0.976471	0.783626	0.772277	0.419025	0.641725	0.102693	0.1197	0.810573
CYHR1	1.244318	1.265823	1.606906	1.356322	1.362385	1.25	1.288107	1.37536	1.397008
SBK1	0.957447	0.58196	0.751445	1.041974	0.809524	0.837945	0.579383	0.96788	1.007874
SLC25A40	1.147368	1.294118	1.226415	1.060773	1.060606	1.054545	1.336493	1.04698	1.04908
PMP22	0.745562	0.92723	0.765432	0.759336	0.417638	0.641923	0.970874	0.120908	0.194767
HLA-F-AS1	1.010204	0.881189	0.947368	1.0	0.97973	0.985163	0.859574	0.985714	1.0
SLC25A44	1.024096	1.084746	2.10049	1.044586	0.983923	1.017794	1.02439	1.003442	1.004184
SLC25A45	1.4	1.0	1.103825	1.133803	1.139241	1.246613	0.990099	1.170068	1.169231
SLC25A46	1.513158	1.359606	1.158416	1.490909	1.277075	1.414634	1.957104	1.538462	1.497506
CDC27	1.596491	1.332658	1.355849	1.476082	1.435897	1.708645	1.555556	1.64367	1.584851
CDC26	1.487106	1.206433	1.426309	1.479554	1.388795	1.233202	1.184889	1.886525	1.572643
TAF11	1.4	1.251337	1.20424	1.159011	1.244898	1.25	1.222857	1.221719	1.216294
CDC23	1.252775	1.061404	0.977941	1.223077	1.159664	1.132075	1.202703	1.142857	1.189655
CDC20	0.787879	0.662675	0.878049	0.898246	0.773585	0.789298	0.955414	0.839442	0.898123
NUP153	1.485974	1.258427	2.213254	1.41425	1.401515	1.511501	1.13	1.303407	1.4
PDZD4	0.961355	0.806867	0.806723	4.87996	0.773244	0.789346	0.506105	1.562335	1.609891
PDZD3	0.796857	0.842555	1.030769	0.79113	0.773103	0.793651	0.626755	0.766555	0.717949
PDZD2	0.880952	0.637518	0.779487	0.817844	0.755814	0.72449	0.657392	0.832891	0.746758
FAM105A	1.41334	2.364933	1.297697	1.311828	0.766555	0.855541	1.084615	1.236559	1.214575
FAM150B	0.201932	0.282206	0.17714	0.945652	0.416163	0.789916	0.80427	0.176198	0.203728
ANKEF1	0.959818	0.603659	0.701466	0.946266	0.941667	0.94382	0.63972	0.954839	0.951456
BEST1	0.574468	1.117737	3.067808	0.887892	0.907895	0.920502	1.175141	0.945607	0.88731
BAIAP2-AS1	0.909091	1.134328	1.05618	0.883436	0.815142	0.827586	1.052865	0.905077	0.86884
LIN52	1.0	0.965211	0.976271	1.017699	1.015707	0.986486	0.95	1.003021	1.013889
PDZD8	1.069124	1.130694	2.171898	1.101449	0.987342	1.0	1.0	1.013889	1.109543
WWTR1	0.841065	0.635178	0.841237	0.840764	0.800995	0.833318	1.350603	0.833333	0.876914
TNC	0.383792	0.697802	0.174803	0.433251	0.414755	0.642361	0.983957	0.6798	0.211701
SORCS3	0.982	0.36642	0.597999	0.434014	0.413786	0.642884	0.098927	0.801325	0.16836
FLJ31104	0.896552	0.862326	0.892419	0.726531	0.76129	0.819093	0.683439	0.825745	0.804781
CARS2	2.73815	4.608667	4.033028	1.478261	3.693569	3.648241	2.534483	1.932266	2.057337
PXDC1	0.762048	0.88	0.970297	0.700246	1.169014	0.947977	1.262136	0.796857	0.768293
FYTTD1	1.460317	1.323885	1.15847	1.477603	1.256098	1.149254	1.547945	1.308642	1.265193
GPKOW	1.080569	1.096552	1.181818	1.417765	1.072662	1.011661	1.123077	1.168919	1.25
TNPO2	1.25	1.04908	1.130435	1.080087	1.097749	1.164022	1.013847	1.050279	1.071429
TNPO3	1.286344	1.287397	1.416328	1.402844	1.354167	1.304548	1.416667	1.304723	1.345675
TNPO1	2.350645	1.441624	1.620253	1.610835	1.419177	1.952535	3.140345	1.579365	1.512105
LOC100506071	0.932907	0.790698	0.944099	0.901699	0.917355	0.960573	0.815142	0.907631	0.890244
SPA17	0.858795	0.932384	0.877828	0.806452	0.847584	0.797512	1.024076	0.854545	0.813096
MAPK3	1.289256	1.393258	2.932486	1.248322	1.362903	1.263636	1.31403	1.61826	1.291139
CLUHP3	2.159198	0.851562	0.790698	1.124088	1.355268	1.527027	0.797512	2.187412	1.289474
MAPK6	1.147223	1.287356	1.071698	1.002786	1.043103	1.007092	1.535055	1.132811	1.074866
MAPK7	0.993939	1.180851	1.152778	1.069034	1.011364	0.997481	0.973404	1.012245	1.016529
BCO2	0.902098	0.894737	0.9625	0.899561	0.914634	0.891775	0.819444	0.80597	0.888889
PPP1R12C	1.898741	2.987524	2.516605	2.214442	2.225435	1.778383	1.393103	2.566852	2.571429
MAPK8	2.067278	1.286713	1.442137	1.295455	1.304723	1.392613	1.2247	1.285714	1.352684
ERICH6-AS1	0.964286	0.853524	0.835821	1.134328	0.914027	0.899654	0.789474	0.977157	0.988095
SGPP2	0.812788	0.79096	0.774648	0.726022	0.913019	0.768631	0.858336	0.963934	0.934783
CUZD1	0.914813	0.809783	0.737674	0.895775	0.90566	0.855738	0.80651	0.872727	0.909686
LINC01184	1.243092	0.992717	0.919298	1.056497	1.276383	1.333333	1.026105	1.148936	1.118644
WTAP	8.457529	5.988552	4.708054	3.816469	4.704747	5.444935	2.755744	4.868649	4.254923
LYL1	0.911397	1.470093	1.320528	0.875	2.030303	2.007551	1.225804	0.998793	0.926188
ATP8A1	3.558708	1.19403	1.433476	3.895795	1.55316	3.518685	1.0	1.268657	3.618292
BCOR	1.079646	1.174603	1.175627	1.183333	1.239442	1.383065	1.011364	1.081183	1.2375
RAD54B	1.04902	0.809524	0.858795	0.94697	0.947891	0.976744	0.927374	1.024	0.965517
SERINC2	0.538429	0.925795	0.897436	0.769231	0.787368	0.818482	1.251462	0.185868	0.772277
THNSL2	0.882129	0.893023	0.94964	0.819093	0.865979	0.886821	0.855072	0.840506	0.880435
THNSL1	0.95279	0.723754	0.652452	0.944681	0.95092	0.917127	0.857143	0.929032	0.945883
BCAP31	1.902236	2.713553	2.510638	4.565535	3.268861	2.326715	17.252443	4.489231	4.111111
METTL9	3.038962	7.869107	3.21	2.654116	1.922349	1.847141	5.630283	3.585358	2.646179
VPS35	1.480851	2.131439	2.102072	1.271429	1.835152	1.688889	2.640342	1.396556	1.385892
ADTRP	5.847682	0.863309	0.874172	0.439769	0.810217	0.826996	0.983237	1.27078	0.833333
VPS36	1.457012	1.341249	1.230769	1.39407	1.452381	1.812615	1.401287	1.297913	1.512501
CCL18	0.044509	0.888889	0.754277	0.817651	0.407225	0.643581	0.908463	0.187357	0.134857
METTL1	0.994475	0.951232	0.789633	0.949239	0.980989	0.980263	1.458824	1.008758	0.994924
BLOC1S5-TXNDC5	1.059524	1.076415	0.890511	1.082645	1.433333	2.571429	1.327081	1.07231	1.063291
METTL3	3.360172	1.298551	1.166667	2.03533	2.577054	2.964466	1.201581	1.979513	1.977268
METTL4	1.253249	0.972067	1.233699	1.04698	1.109185	1.213793	1.058201	1.129068	1.127962
METTL5	1.56982	1.157107	1.0125	1.319588	1.476082	1.238806	1.383721	1.457925	1.52784
METTL6	1.092069	1.028962	1.053333	1.174374	1.063291	1.09009	1.197183	1.09697	1.133971
TAS2R43	0.957895	0.888889	0.906404	0.911111	0.786492	0.778761	0.862944	0.918605	0.895522
STAT5B	4.345633	1.936562	8.15795	2.040321	1.521069	1.520636	1.175074	4.874174	3.662139
STAT5A	2.15177	2.769814	3.693569	1.814618	2.169641	1.732907	1.512821	3.400163	2.830189
FDX1L	0.988976	0.942761	0.995745	0.987145	0.992248	0.981132	1.092106	0.980645	1.0
TAS2R46	1.0625	0.951515	0.925926	0.94686	1.0	1.064748	0.877493	0.962617	0.947368
KCTD3	0.971429	1.028169	0.855346	0.905983	0.94655	0.969231	1.063735	0.876254	0.868132
KCTD2	1.141026	1.060345	1.318777	1.089744	1.077922	1.06383	1.14329	1.137398	1.087179
KCTD1	0.901235	0.873038	0.772383	0.940299	0.927835	0.864407	0.853994	0.943396	0.927928
KCTD7	1.054137	0.958967	1.07923	1.011393	1.050667	1.0	1.104895	1.041237	1.095954
KCTD6	1.0	1.013158	0.972424	1.0	1.057216	0.991803	1.013699	0.990476	0.987342
KCTD5	1.0	1.147541	1.210884	1.180952	1.069034	1.013825	1.315068	1.041237	1.05679
PPCDC	1.008621	1.270142	6.275367	1.052008	0.991228	0.975124	1.030612	1.0	1.0
C1orf109	1.112102	0.972727	0.951389	1.0625	1.042105	1.044898	1.058333	1.040323	1.088949
KCTD9	1.101604	1.051278	1.178218	1.197802	1.072289	1.125749	1.428571	1.136827	1.165163
UST	0.819923	0.873594	0.744356	1.04386	1.077441	1.081967	0.869565	1.0	1.002915
TOLLIP-AS1	0.921466	0.861386	0.905809	0.926264	0.897959	0.910448	0.826417	0.92437	0.948025
GLTSCR1L	1.136095	1.07619	1.392405	1.191628	1.092069	1.113772	0.961702	1.209486	1.231481
SERPINA1	0.70255	16.49683	35.302826	0.799191	0.120908	0.779116	1.277311	0.732569	0.696863
MED9	1.083284	1.0	1.025907	1.073171	1.120055	1.105882	1.037657	1.065327	1.078261
HCFC2	1.089716	1.016513	0.987952	1.074468	1.004484	1.060241	1.004902	1.042643	1.067961
HCFC1	1.074286	1.247241	1.0	1.214058	1.176	1.264002	0.994413	1.174374	1.223301
EXOC6B	1.058824	0.984421	0.935897	1.006211	1.007634	1.017732	0.954545	1.021834	1.0
NRAV	0.846028	0.808625	0.787974	0.938202	0.874074	0.862745	0.956044	0.806122	0.874172
ZC3HC1	1.034483	0.975	0.912387	1.011364	1.0	1.023364	1.034965	0.995253	1.023622
LINC-PINT	5.644151	1.52439	6.032312	4.452521	6.898925	10.851204	1.117949	6.205418	5.910746
NRAS	1.262625	1.473016	1.132275	1.454228	1.394444	1.315966	2.675889	1.278049	1.345869
PDZD11	1.005917	1.007692	1.002446	1.180124	1.045977	0.992908	1.262136	1.082707	1.120968
PXK	1.108014	1.686655	1.986692	1.276383	2.736842	2.808297	1.206897	1.073529	1.121711
FOXRED2	0.864471	0.882653	0.828283	0.890966	0.88172	0.860927	0.910448	0.820869	0.866045
FOXRED1	1.063158	1.01626	1.144737	1.080338	1.073862	1.082353	1.088235	1.036692	1.061538
PXN	1.392	2.306573	7.209722	4.685236	0.836364	0.892857	1.433102	1.772152	2.328961
LOC374443	7.246454	1.230769	1.270142	5.412165	3.240903	4.740171	1.349835	3.072346	3.198827
CABLES1	0.785455	0.779018	0.655286	0.827423	0.766667	0.837607	0.86722	0.207274	0.683896
ZNF432	1.102306	1.0	1.105263	1.061818	1.114286	1.163636	0.971559	1.054945	1.038835
CABLES2	0.914286	0.934066	1.021277	0.951515	0.941176	0.910569	0.932039	0.920188	0.930481
SLC25A48	0.059532	0.281726	0.104004	0.441069	0.1197	0.643984	0.897059	0.193032	0.141717
SNORA32	0.011484	2.141595	1.456069	32.492756	51.902912	49.653038	9.545758	27.172054	25.49633
SNORA31	11.47541	87.619301	45.501312	89.090126	75.294075	71.301117	71.301117	91.085457	80.088448
ESF1	1.116279	1.004525	0.9125	1.04142	1.0625	1.065934	1.046322	1.071253	1.068627
SNORA37	20.671564	83.754105	55.424679	79.148109	77.755951	98.957443	92.975861	71.301117	74.372368
SNORA35	0.013905	1.086093	0.097764	0.44262	0.118155	0.64433	0.096513	0.169943	0.143552
SNORA38	17.907755	61.257202	58.374664	60.440762	56.284504	57.450089	31.432699	50.316093	49.653038
LIX1L	1.243781	1.076305	1.124088	1.288538	1.079646	1.047619	0.998549	1.406475	1.314449
WBP11	1.731465	1.233699	1.324173	1.213793	1.298123	1.573941	1.144517	1.254613	1.229856
LOC101927379	0.016351	0.403485	0.096513	0.443399	0.769231	0.832714	0.877193	0.141717	0.144139
PACS1	3.142312	1.177998	3.773659	1.388601	1.977268	5.372766	1.05641	1.59273	1.632606
PACS2	1.24359	1.25	0.972549	1.189655	1.133758	1.164279	1.277778	1.213235	1.21014
LOC105373378	1.022624	0.953704	0.859834	0.982935	0.98519	1.037313	0.882979	0.976	0.9699
FAM63A	1.258153	1.129944	3.083265	0.982114	0.974576	0.974026	1.201149	1.198953	0.946708
SBNO2	1.151751	1.578579	6.654056	1.26847	1.19174	1.137255	1.063492	1.278195	1.355849
PCSK1N	0.830769	0.441069	0.606577	0.44403	0.114989	0.644695	0.702803	0.947866	0.916335
BRAP	1.125628	1.087379	1.311828	1.123711	1.084746	1.072626	1.085517	1.106707	1.125395
RNF167	2.225435	1.630823	2.951107	4.121291	2.182368	2.022204	1.460993	3.114559	4.4
RNF166	1.776889	4.54844	5.075707	5.138357	1.338028	1.235294	1.319728	5.14171	6.798055
RNF165	0.780876	0.691209	0.80308	1.071895	0.108685	0.645032	0.710983	0.827586	0.759259
RNF169	1.204969	1.329412	2.212352	1.346532	1.146552	1.204918	1.062271	1.220513	1.275862
RNF168	1.118944	1.2	1.242424	1.265306	1.105199	1.077922	1.241758	1.284091	1.19603
C8orf76	1.09375	1.148718	1.202346	1.241758	1.120412	1.20202	1.647882	1.144737	1.15508
NEDD4L	0.958491	1.006803	0.720503	0.938776	1.05679	0.996721	0.969898	0.995694	0.9
TM2D3	2.360177	1.497076	2.728023	1.745331	1.788872	2.752463	1.297048	2.0	2.102072
PLEKHM3	1.064935	1.133333	1.367082	1.118402	1.055046	1.108476	0.995516	1.059994	1.090909
ZBTB44	1.708645	1.271429	1.347985	2.622591	1.407863	1.590828	1.118483	1.503637	1.815777
BRAF	1.756251	1.232	1.79845	1.315315	1.371237	2.342857	1.054726	1.283333	1.302781
ZBTB46	0.806794	0.928073	0.985915	0.704545	0.816901	0.850604	0.991453	0.881189	0.773916
ZBTB47	0.793103	1.046729	1.112102	0.912863	0.8	0.769231	1.065934	0.890323	0.880294
ZBTB48	1.260417	1.347594	1.554622	1.321946	1.427609	1.259243	1.259243	1.308587	1.364807
ALOX15B	0.069981	0.937503	0.587838	0.416163	0.098927	0.645337	1.0	0.132163	0.150166
IFITM10	0.838184	0.966292	1.011523	0.892	0.826667	0.819829	0.991736	0.812969	0.802139
VPS4A	1.496209	1.25671	1.25	1.422222	1.510204	1.442922	1.205479	1.510665	1.457516
TLCD2	0.676399	0.803279	0.967273	0.731429	0.73913	0.720079	0.93617	0.862559	0.830946
PSMD9	1.266409	1.46004	1.326087	1.472727	1.261529	1.20603	1.990059	1.489079	1.414634
ZNF609	1.917405	1.249577	1.130138	1.529851	1.174194	1.100061	1.017241	1.655405	1.582264
SYNPO	0.7	0.540917	0.804878	0.663955	1.002208	0.965517	0.568421	0.690141	0.155933
DRICH1	0.902039	0.823077	1.0	0.824034	0.141717	0.79602	0.783626	0.841186	0.825623
CTC1	4.229622	1.096265	1.458258	1.345098	2.204563	2.635707	1.061818	1.589327	1.602151
XRCC2	0.890244	0.721498	0.812903	0.857143	0.819513	0.884793	0.869048	0.840237	0.820755
P4HA2	0.737318	0.908397	1.082474	0.769231	0.788644	0.733311	1.081967	0.812788	0.794661
GOLGA6L17P	0.921875	0.894212	0.937143	0.879227	0.909953	0.905473	0.929584	0.903226	0.953125
ANP32E	1.5	1.333333	1.198068	2.067944	2.031351	1.452632	1.186667	3.341495	2.254545
ANP32B	1.452381	1.20442	1.157933	1.195061	1.277778	1.287671	1.088	1.436364	1.288136
ANP32A	2.773546	4.793768	6.172383	3.351362	3.956675	3.966737	3.247152	2.799066	2.952942
FDXR	0.912181	0.936709	0.978593	0.980843	0.937008	0.896552	1.0	0.971014	0.972112
ZFYVE19	1.145038	1.070592	1.066499	1.123188	1.070541	1.068895	1.122807	1.106189	1.121622
NTNG1	0.512148	0.439769	0.069981	0.782609	0.954315	0.85172	0.095197	0.151738	0.216607
NTNG2	0.848423	0.950673	1.697917	0.986667	0.886154	0.866709	0.644695	0.853659	0.94375
RPF1	2.667466	1.329256	1.210526	1.954603	1.559566	1.722222	1.496426	2.312136	1.879589
RPF2	1.053763	1.034483	0.849624	1.012658	1.011393	0.998682	1.2	1.027888	1.0
ZFYVE16	1.135922	1.638891	4.079302	1.09375	1.074627	1.214286	4.789084	1.022801	1.06734
ALMS1	1.339806	1.061728	0.948276	1.205356	1.172321	1.309278	0.986175	1.220339	1.2749
TAZ	2.135026	1.42	1.388601	1.3065	1.80887	1.836048	1.271186	1.962264	1.466667
SLC43A2	0.926829	3.566556	5.717226	0.95057	1.308474	1.444444	1.034091	0.871889	0.883333
ATRNL1	0.718914	0.770513	0.755556	0.411594	0.969697	0.801875	0.56726	0.795089	0.795468
MRPL55	1.701991	1.364583	1.297048	2.090452	2.227978	1.489079	1.469532	2.733327	2.539393
MRPL57	1.075	1.060071	0.968641	1.120488	1.094629	1.048193	1.132275	1.225806	1.181435
MRPL50	1.139665	0.976744	0.980392	1.057542	1.060372	1.035533	1.0	1.098361	1.105683
MRPL51	1.502271	1.59311	1.205479	2.250757	1.6043	1.282353	4.108196	1.724996	2.474904
MRPL52	1.377049	1.893103	1.13089	1.997403	2.415021	1.870377	2.449606	2.042444	1.838447
MALT1	3.083265	1.415978	1.155172	1.288107	1.584416	2.451252	1.214286	2.480441	1.558684
TNFAIP8L2-SCNM1	1.482295	2.376302	2.161751	1.984938	1.624245	1.397008	1.712169	1.754994	1.722741
MRPL58	1.151042	1.178218	0.948148	1.238932	1.22408	1.092385	1.302326	1.37931	1.298429
UBE2R2	1.104795	1.317108	2.704466	1.091236	1.092105	1.131429	1.168385	1.063415	1.062718
LCN10	0.84058	0.601164	0.333333	0.695187	1.202478	1.350154	0.093268	0.771012	0.78392
PRKRIP1	1.291873	1.155556	1.362385	1.182912	1.242902	1.213592	1.051282	1.301887	1.251908
ZNF688	1.034884	1.024096	1.060302	1.203488	1.116866	1.126214	1.0	1.168539	1.155556
ATP8	2.291787	7.478868	1.570245	4.507895	1.923066	6.850204	5.910746	4.295291	5.020159
NATD1	0.939819	0.993165	1.372549	0.98701	0.889908	0.909091	0.962963	0.941176	0.95708
TRIQK	0.825745	1.291262	1.276316	0.852941	0.944206	0.95708	1.085366	0.953488	0.886821
ZNF682	1.027397	0.861789	0.955224	0.957031	0.927336	0.986842	0.880546	0.965251	0.94
STK16	1.117647	1.104478	1.492475	1.227723	1.170984	1.16558	1.243671	1.13089	1.13253
ZNF680	1.216216	0.985714	1.068376	1.127907	1.180124	1.262032	0.993333	1.172775	1.145833
ZNF681	1.0	0.812834	0.797039	0.912281	0.920863	0.966942	0.824373	0.930738	0.920455
ATP6	5.638359	8.540425	3.138077	5.527674	4.90625	10.453052	6.374175	4.254923	6.54143
ZNF684	0.947368	0.94081	1.01724	0.978947	0.958678	0.966592	0.965416	0.938462	0.971223
AP5M1	1.811033	1.235349	1.282609	1.258537	1.277126	1.230769	1.361702	1.258993	1.279412
PPP1R9A	0.779412	0.388483	0.803419	0.895481	0.810951	0.975	0.831737	0.159405	0.698045
PCDHGC3	0.774106	0.767442	0.791045	0.836973	0.834437	0.827967	0.955098	0.761905	0.725059
IQCG	1.012422	1.00941	0.931803	1.0033	1.006567	0.967391	1.116418	1.0	1.028249
IQCE	0.930612	1.032787	1.26	0.964286	0.926724	0.908602	1.0	0.96	0.958333
IQCD	0.719779	0.901099	0.813187	0.918919	0.831423	0.857143	0.842105	0.789809	0.801728
IQCK	0.931727	0.832891	0.836364	0.84264	0.930738	0.906809	0.979516	0.915493	0.890728
TRAF3IP1	0.976622	0.954545	0.927083	0.985915	0.981481	0.957447	0.929204	0.988227	0.994083
PPP1R9B	1.176471	4.036186	3.36902	2.493572	5.613153	2.957223	1.464546	2.746153	2.166387
WDTC1	1.110169	1.198347	1.947779	1.38996	1.175074	1.244506	1.112583	1.142857	1.236842
OR52K1	0.495345	0.894275	1.087248	0.415335	0.157911	0.621884	0.548193	0.367126	0.515549
MBTD1	1.360528	1.165163	1.345869	1.139406	1.197531	1.574851	1.057073	1.135135	1.125
SYAP1	1.175542	1.208333	1.556094	1.293651	1.146853	1.111111	1.154098	1.238681	1.121387
ANGPTL6	0.824121	0.834783	0.83691	0.945148	0.984772	0.930738	0.953237	0.894943	0.896493
POP1	0.930556	0.907895	0.894324	0.980769	0.9125	0.933852	0.991071	0.926045	0.942761
POP7	1.038328	1.096774	1.097749	1.301775	1.214286	1.05044	1.23	1.22449	1.213115
POP5	1.969967	1.228669	0.9653	1.651106	1.850743	1.516484	1.180488	1.7	1.679981
POP4	1.495575	1.7	1.281437	2.36925	1.896061	1.775538	3.009967	1.948718	2.253848
PID1	0.07506	1.918937	0.785714	0.755906	0.155933	0.770795	0.823134	0.368215	0.507105
FDX1	1.024561	1.023529	0.855814	1.036692	1.034483	1.0	8.15795	1.115044	1.098814
CTCF	1.51515	1.181818	1.376383	1.525886	1.503637	1.414062	1.112245	1.399061	1.46004
SRSF10	12.828935	3.38698	1.826852	3.785841	5.854844	8.644674	2.223027	5.777205	4.986908
MMP14	0.850427	0.990244	0.910959	0.771331	0.827362	0.850575	2.179011	0.796247	0.789633
RASGRP3	0.945338	0.852336	0.927757	0.853147	2.446595	5.089638	2.90592	0.951515	0.903448
MMP17	0.698225	1.188679	0.877551	0.679469	0.92	1.258065	0.849462	0.773103	0.510621
MMP11	0.92	0.502172	0.60217	0.848423	0.995694	1.032727	0.771331	0.87234	0.888889
RASGRP4	0.594213	1.903847	4.43956	0.76	0.766169	0.785118	0.964706	0.795468	0.781571
DSTYK	1.063492	1.055215	1.144928	1.008149	1.0	1.004566	1.032132	1.031847	1.04918
NAA60	1.275053	1.282353	1.503135	1.254902	1.25	1.244094	1.25	1.213648	1.201923
MMP19	0.497697	0.887097	0.321604	0.75	0.763006	0.592788	2.27964	0.50151	0.681031
MYO18A	1.56383	1.529412	1.302521	1.477273	2.334753	2.065463	1.284052	2.431161	2.39459
PRG2	0.742678	0.926045	0.859574	0.696143	0.786578	0.814815	0.870522	0.788571	0.766284
ZNF219	0.942029	0.947589	0.993711	0.94704	0.885188	0.88	1.239819	0.966667	0.925795
MEI1	2.216116	1.228916	1.083852	2.849096	1.520286	1.382353	1.501644	3.807529	3.191016
HSCB	1.02381	1.050505	0.985294	1.121991	1.068493	1.015873	1.067797	1.017143	1.012821
SP140L	3.889478	1.271429	1.295154	1.33926	2.974501	5.62384	1.126146	1.742331	1.747484
MGC12916	0.980583	0.946667	1.042735	0.987342	0.81725	0.886986	0.75	0.976526	0.957895
MIR2861	1.518439	1.647445	1.597796	1.670886	1.401869	1.430168	1.248788	1.396226	1.560284
TIMM23B	1.170213	1.105882	1.0	1.104795	1.157895	1.245098	0.987179	1.132353	1.13783
PPP1R15B	2.469279	4.82479	3.515598	1.826852	2.222173	1.982972	1.534698	2.459696	1.976351
NF2	1.097436	1.116505	1.050037	1.283721	1.164384	1.138047	1.203747	1.172161	1.163636
NF1	1.278409	1.22449	1.451282	1.247059	1.154229	1.331621	1.129032	1.263406	1.355268
MRE11	1.304813	1.191398	1.216374	1.230769	1.238494	1.501644	1.116279	1.070541	1.133803
GPAA1	1.246479	1.276836	1.196653	1.960784	1.406294	1.421488	2.087273	1.263158	1.427609
CDAN1	1.028302	0.986694	1.068829	1.015198	1.021505	1.023697	0.987309	1.013417	1.020168
IL5RA	0.80198	0.726531	0.969072	0.833034	0.893617	0.744356	0.089725	0.986667	0.941748
ST3GAL6-AS1	0.621884	0.773244	0.75	0.421319	0.144139	0.594213	1.14554	0.507605	0.514485
FAM133B	2.728023	1.416667	1.366585	1.352273	1.417765	2.29897	1.130435	1.490614	1.466667
KCNK13	0.082496	0.956522	0.578368	0.421822	0.143552	0.594622	1.092537	0.508351	0.494584
NCAPD2	1.263158	1.195745	1.262529	1.660808	1.305483	1.211268	1.108108	1.325688	1.472171
NCAPD3	1.244019	1.070064	1.064935	1.206728	1.065831	1.172996	1.054852	1.203869	1.231884
