GENE	721_B_lymphoblasts	Adipocyte	BDCA4+_DentriticCells	BronchialEpithelialCells	CD105+_Endothelial	CD14+_Monocytes	CD19+_BCells(neg	CD33+_Myeloid	CD34+	CD4+_Tcells	CD56+_NKCells	CD71+_EarlyErythroid	CD8+_Tcells	CardiacMyocytes	Colorectaladenocarcinoma	Leukemia_chronicMyelogenousK-562	Leukemia_promyelocytic-HL-60	Leukemialymphoblastic(MOLT-4)	Lymphoma_burkitts(Daudi)	Lymphoma_burkitts(Raji)	SkeletalMuscle	SmoothMuscle	Spinalcord	TestisGermCell	TestisLeydigCell
SLC38A4	0.874372	1.405206	0.860294	0.929412	0.917681	1.003077	0.960837	0.894444	0.864013	0.895161	0.874074	1.133333	0.89527	2.700798	0.980392	0.953271	1.0	0.857143	1.24183	1.518704	2.463404	0.977578	0.971193	0.827586	1.34867
MIR600	1.038834	1.119403	1.020501	1.080261	1.098039	1.011236	1.023852	1.0625	1.013333	1.104478	1.051988	1.036268	1.036145	0.972973	1.009174	1.038674	1.039777	1.040462	1.034091	0.99308	1.162011	1.061224	1.09375	1.00073	1.0
SND1-IT1	0.990566	1.18429	1.067873	1.278798	1.052083	0.972411	1.169811	1.168836	1.148554	1.215861	1.04607	1.064516	1.302326	0.986486	0.996169	1.185567	1.192661	1.127869	1.029412	1.016043	1.246073	1.2	1.062016	1.174489	1.200565
RING1	0.857143	0.984848	1.45393	0.754491	1.501073	0.82201	0.913704	0.770115	1.259259	1.44697	1.304348	1.791732	1.430712	0.870968	0.69469	0.922184	0.988417	1.545252	1.134228	0.87395	0.940015	0.613718	1.646088	1.341135	0.99798
TTC33	1.218543	0.860759	0.986395	0.8349	1.595745	1.299213	0.832258	0.818966	1.293413	0.816991	1.220397	1.790522	1.252173	3.392651	0.844879	0.835616	1.842105	1.50834	1.212121	1.5	1.757339	0.881459	0.811189	0.836653	1.027027
TTC31	2.009096	1.996093	2.403782	0.959184	1.529412	3.323982	2.77903	6.659731	3.655812	5.716084	4.337306	2.622057	6.416947	0.875	1.286624	1.36036	1.291661	2.80874	1.662428	0.909091	1.102703	0.877301	0.829268	0.871111	0.8
TTC37	1.388013	2.483796	1.811224	1.952332	1.286258	0.766667	1.580321	0.885572	1.36291	1.53338	1.218543	0.654153	1.739981	1.128378	1.388601	1.472868	2.879793	1.539925	2.101926	1.561395	0.797386	3.137015	0.96793	0.794702	0.822157
HS3ST3B1	0.995261	1.113924	1.0	0.983728	1.052083	1.020202	1.268555	1.076685	0.964854	1.003663	1.019356	1.359155	0.922118	1.201681	1.006536	1.128205	1.089202	0.879518	1.329897	1.306878	1.298507	1.042424	1.089343	0.986301	1.343511
TTC38	0.870874	1.260234	1.0	1.319797	0.898396	0.994652	0.83237	0.846154	0.935407	0.945651	0.838114	1.002331	0.935252	1.883548	1.216475	0.989474	0.982027	1.032864	1.822114	1.395248	1.113043	1.034125	1.064786	0.878307	0.952381
CNGB3	0.701712	0.950355	0.714765	0.813725	1.2	0.904062	0.769231	0.985366	0.921569	0.719932	0.732394	0.948718	0.723577	1.496233	0.86901	1.013514	0.953642	0.930526	1.315088	1.014218	2.950863	0.901408	1.260504	1.201413	1.269289
GUSBP11	0.410959	0.083081	4.575126	0.126136	4.667335	1.425101	5.847964	1.5625	10.612215	5.240222	4.988018	2.363183	6.371418	0.281827	0.605715	0.803419	1.604699	1.558824	2.90566	3.439103	0.564991	0.098036	0.407885	2.114157	3.171052
TRAPPC2P1	2.81157	0.875	1.370629	2.37403	1.404844	1.447917	2.984122	0.807882	1.974356	1.327189	2.081671	1.056818	1.548837	2.77903	1.0	1.445071	1.376471	1.435685	1.697138	1.123404	1.686643	1.506758	0.863095	1.069909	1.457955
PARD6B	0.932735	1.0375	0.928382	0.987047	0.970464	0.984211	0.986301	0.941176	0.903704	0.974359	0.968811	1.062147	0.927536	1.234323	1.094405	0.965251	1.258065	0.956989	1.250638	1.302857	1.712454	1.123457	1.017751	0.893294	1.192308
LOC101060253	0.708861	0.830409	0.967742	0.864078	0.71929	0.847222	1.3	1.3375	0.850932	0.854054	1.299342	0.878307	1.673522	2.928995	1.738893	0.81674	0.898678	0.882022	1.525299	2.780358	1.052632	0.736894	0.772455	1.468468	2.985823
LRMP	32.5	0.987124	17.500212	0.948025	0.96	10.948415	55.780441	16.871269	9.192162	7.178335	17.278791	0.955256	19.0	0.90991	0.943662	3.893133	6945.064453	60.846634	1134.652222	283.750275	0.928571	0.956687	0.953333	0.890001	0.989791
QPCTL	1.08751	1.070866	1.06015	1.031617	1.129707	1.018692	1.075163	1.098039	1.053571	1.093168	1.072464	1.156863	1.112245	0.991597	1.063063	1.055046	1.014058	1.064901	1.0	1.003831	0.977377	1.080214	1.067055	0.987654	0.988764
INTS6	1.368421	0.904348	3.083821	1.68794	3.850981	1.322034	1.478145	1.406551	1.769161	3.713087	3.512477	1.961924	3.521134	0.893082	0.904762	0.881506	0.914729	1.582734	0.864865	0.877005	0.908517	1.72093	0.981928	3.635853	3.992705
PRB1	0.392247	1.223602	0.779661	0.591837	0.66744	0.532753	0.656379	0.684524	0.895522	0.90991	0.808219	0.756953	0.655639	1.231317	1.275109	1.230088	1.364536	1.299213	1.623381	1.245902	6.08643	0.698065	1.548837	0.909953	2.413019
MARCKS	5.337507	0.99187	1.115789	1.394291	1.254902	2.509591	1.993998	2.950863	0.986111	1.031847	1.052821	0.907692	1.045685	12.5	0.982301	0.957447	0.949285	0.967142	0.907104	0.898204	0.922353	8.278594	0.968517	0.994595	0.901408
LOC100996542	0.954839	1.0	0.904459	0.952381	0.901961	0.936868	0.936709	0.894737	0.874419	0.891304	0.878378	0.993631	0.872727	2.089307	0.989324	0.94382	0.970297	0.970464	0.989583	1.269663	2.273128	0.966292	0.944	0.938427	1.32093
LOC100996543	0.960317	0.982249	1.04182	1.037209	1.089606	1.042857	1.0	1.035211	1.030544	1.10101	1.077778	1.027027	1.093923	1.035461	1.0	1.016599	1.003831	0.989247	1.194139	1.141304	1.270784	1.0	1.061224	0.947712	0.992405
HMGB2	11.955773	0.089148	3.21874	1.383459	34.974659	5.737716	4.891104	9.581135	22.176991	4.774567	2.825728	24.592525	4.267678	8.300292	25.347794	7.577764	34.974659	38.667973	31.979376	16.024132	0.427053	0.541131	0.653061	4.891104	5.152501
SETX	1.263769	0.982079	2.544952	1.003861	1.0	3.552072	3.007913	2.231569	1.29771	1.702034	4.426584	0.936556	2.746617	0.913729	1.359606	1.003891	0.95966	1.088608	0.995025	0.931507	0.845578	0.936508	2.223636	2.6694	1.400144
EEF1A2	0.827376	0.776099	0.749588	0.786768	0.702568	0.787837	0.766667	0.718841	0.741035	0.973214	0.752941	0.795181	0.785425	0.956522	126.854652	3.617888	0.804937	0.73251	0.788235	0.823129	136.080338	0.743081	13.152627	0.634228	0.809524
ZNF83	0.559219	0.690909	1.266376	0.790786	1.414045	1.267925	1.375777	0.895397	1.751106	6.287229	1.40856	0.900901	5.227663	1.958614	1.0	1.251534	0.808163	0.884211	1.061947	1.874601	1.805554	0.818444	2.564122	1.299801	1.0
AUH	0.556852	0.841914	1.241379	0.754806	0.826667	0.644254	1.309092	0.667797	1.222739	1.269587	1.571429	1.630097	1.278912	0.788321	0.840796	0.859296	0.8	0.741935	0.701938	0.768269	0.877323	0.613304	2.677575	0.768392	0.779343
ZNF81	0.783895	0.935185	0.795539	0.946903	0.890485	0.992519	1.199278	0.866242	0.874582	0.976744	0.907104	1.0	0.879012	2.972853	0.905775	0.821429	0.971154	0.903409	0.938005	1.121212	3.032411	0.926554	0.896552	0.909448	2.029201
ZNF80	0.746449	0.926264	0.796703	0.883825	0.895789	1.183432	0.883472	0.827586	0.795059	0.785714	0.828452	1.370242	0.83	5.597467	0.884393	0.883721	0.921811	0.797203	1.346939	1.71125	4.90625	0.979773	0.804211	0.730799	1.868421
ZNF85	0.890052	0.993007	0.825911	0.763485	0.94964	0.879377	1.305262	0.791494	1.211111	0.915033	0.940495	1.198157	1.082645	1.362397	0.755215	1.003256	1.297071	2.119383	2.452219	0.981273	1.467584	0.91623	0.755102	1.653517	5.368885
ZNF84	1.252686	2.011412	0.801743	0.796893	2.287037	0.864662	1.297561	0.83025	2.640944	1.269841	1.627789	0.952381	2.208396	1.665092	0.848921	1.137931	0.850746	0.942219	1.2	1.211009	2.514286	0.86692	0.815029	1.367222	2.058285
SS18	2.590438	2.333333	1.525299	1.81731	0.88	0.893294	0.952658	1.543746	1.843373	1.985501	1.665543	0.803975	2.477494	7.791103	0.88764	1.460784	2.479297	0.685714	6.871552	1.746445	1.275	4.422905	0.643093	2.05686	1.244718
FAM57A	1.759735	1.240506	0.962712	3.594931	0.945055	0.804713	1.0	1.009434	1.007594	0.835058	0.882022	0.940654	0.901961	1.351355	5.854987	1.230769	1.763538	1.007937	0.921569	2.241393	0.933333	1.909658	0.968274	0.987654	1.063158
FRMPD1	0.980392	1.003663	0.95	1.048128	0.974359	0.936963	1.017182	0.961538	1.046414	0.95802	0.930818	1.032609	0.984414	1.165605	1.095358	1.076023	1.116786	1.017968	1.04298	1.064639	1.123126	1.027237	1.004678	1.400881	2.04054
FYCO1	0.902219	4.753082	1.557691	1.229167	1.339978	0.836653	0.824324	0.835955	0.96	1.564885	1.326865	0.8674	2.561223	1.171053	2.220666	0.90099	0.962457	0.82997	0.8	0.9	27.831171	2.212695	2.932107	1.0	0.811475
PDE10A	3.545116	0.922693	0.857143	0.922693	0.890698	0.917739	0.887457	0.880795	0.855263	0.858696	0.864865	1.0	0.872449	2.895522	0.932806	1.041475	0.975309	0.870175	1.012146	1.216475	1.380252	1.472259	0.936709	0.865672	1.218978
CAPZA2	1.445312	2.818956	2.077652	3.850981	3.547904	10.921436	2.3	3.195426	1.732719	1.23871	3.204766	4.6	1.268555	0.971429	1.164706	0.876289	1.4	1.333333	1.936047	0.649254	0.845745	2.091029	0.881818	1.446341	0.480326
CAPZA1	4.055476	3.492382	3.316911	8.019034	3.216188	5.700994	3.758315	5.473176	2.715312	3.193992	3.06837	0.905063	3.697349	8.0	0.712806	5.548146	4.988018	3.976127	5.868506	2.859441	0.220361	8.040867	1.474735	3.319	0.848987
SCARF1	0.803625	0.848485	0.79217	0.818444	0.931608	1.301433	0.837696	1.298701	1.0	0.795699	0.866359	1.407407	0.783951	4.161574	0.940299	0.865979	0.905537	0.781531	1.303371	1.748306	5.041371	0.937685	0.904762	0.741784	1.633484
GEMIN2	0.873333	0.86385	0.756522	1.490008	1.343511	1.323529	0.82116	0.785714	0.8	0.880952	0.794521	1.195389	0.84231	3.768272	0.846154	0.875622	5.293816	0.8	2.274665	1.795349	7.337701	0.896907	0.849624	1.123596	1.955056
LMO1	0.9	0.996733	1.076023	1.029122	1.052023	1.032437	1.011438	0.939189	0.997377	0.994152	0.915966	1.32339	0.997377	1.076923	1.207792	1.258929	1.151515	1.012876	1.149321	1.195389	1.17811	0.897959	1.240964	1.082192	1.177143
LMO2	0.284337	0.133196	5.311354	0.174303	73.245224	18.383024	1.890095	18.136518	75.056244	0.395847	2.847028	19.46673	0.332455	6.742494	5.650211	2.938316	0.259528	0.761122	0.311791	1.926346	0.742857	0.695402	4.655378	0.529679	0.300264
LMO3	0.656011	13.468135	0.535273	0.805464	0.654153	0.562796	0.554934	0.583436	0.492248	0.575317	0.547937	0.809524	0.636525	0.716559	0.614016	0.727273	0.675327	0.805195	0.742448	0.764228	1.374125	0.732596	9.936769	0.714491	1.150579
LMO4	0.727659	0.918919	0.958611	0.607021	0.9	0.834437	0.764505	0.966667	0.985714	0.995816	0.90379	0.913729	0.820059	1.236565	0.940741	0.81459	0.833333	0.789644	0.980952	2.226045	0.954839	0.816479	0.925676	0.691934	1.357143
GEMIN7	1.072727	1.364055	1.095238	1.370971	1.028571	1.041575	1.121495	1.079137	1.04831	1.096154	1.128834	1.059322	1.079365	1.076685	1.512938	1.145374	1.396648	1.217822	1.018519	1.123624	1.02509	1.157107	1.917603	1.190635	1.060241
GEMIN4	4.235617	0.8674	1.080745	2.164106	3.893133	1.350515	1.84971	1.241026	9.936769	1.24359	1.527364	0.918552	2.483796	0.900535	10.59112	0.887324	3.402967	1.457083	10.438627	0.960784	0.971722	0.884211	0.868421	9.20522	13.468135
LMO7	0.951456	1.038031	0.941991	1.0	0.986486	1.052632	1.0	0.978723	0.931217	1.034483	0.945243	1.226581	1.0	1.405783	1.05556	1.011573	1.061468	0.956811	1.291262	1.277778	1.700846	1.15942	1.072464	0.926316	1.307517
ME2	13.90333	0.634228	10.294781	6.777416	3.387517	10.375095	6.777416	9.746015	11.810672	5.597467	8.364593	0.385377	4.632254	0.523232	0.171661	2.882312	73.929558	8.38213	35.328987	28.878403	0.580021	2.336634	3.67467	3.233533	1.072289
C4orf46	0.91322	1.25974	1.417779	1.71798	1.419048	1.712812	2.728116	1.293576	1.400881	2.190063	1.672345	0.648153	1.882379	0.769874	0.293675	3.574164	1.83301	0.710692	1.906963	2.046083	0.798165	2.171141	1.766894	1.29771	0.628344
PBRM1	1.519352	2.05686	3.447586	0.791425	4.331964	3.56043	2.207223	4.404986	4.209179	2.746617	5.777077	6.416947	2.073603	0.572424	0.557236	0.837838	1.477392	7.113535	3.319	0.673155	1.0	0.850575	0.720496	0.815951	0.795812
BEX1	0.307659	0.096132	0.111421	0.208626	0.207063	0.192497	0.190836	0.304782	1.386243	0.243906	0.176862	0.426237	0.297481	0.332938	0.377389	0.320982	0.367775	26.683077	0.434934	0.773348	0.902287	0.284337	12.82322	14.329448	5.311354
UGT2B28	0.989967	0.993789	1.026667	1.02285	1.042017	1.010886	1.075566	1.0	1.049689	1.119141	1.007874	0.984615	1.139073	1.241379	1.408696	1.05314	1.048062	1.053571	1.003387	1.107843	1.104478	1.035294	1.024735	1.075566	1.0
ATPAF2	1.150877	1.032609	2.022866	1.487106	1.605217	5.999363	1.464671	1.980159	1.227373	1.028705	1.206349	1.459916	1.068966	1.150685	3.103448	0.993197	1.411321	1.254658	1.887997	4.367409	1.006944	1.018405	1.058824	1.264214	1.018692
EIF4G2	1.00565	0.94481	0.934426	0.924731	0.907948	1.025316	0.986175	0.973978	0.940171	1.2891	0.901235	1.664662	1.276995	1.505212	0.928026	0.910828	0.948617	0.895377	1.001624	0.970803	3.537227	1.003256	0.921053	1.278047	1.439711
HLA-B	4.070292	0.326036	8.792948	0.326036	1.759162	10.212824	6.54576	10.612215	3.235672	11.209795	12.942919	1.050847	11.990816	0.589533	1.602461	0.034937	2.717968	0.467719	4.846011	9.84343	0.517825	1.465021	0.766394	0.735339	0.615218
MCRS1	2.75963	2.070548	3.282792	1.427429	3.395542	2.94619	1.993022	2.578446	2.076923	2.647073	2.775717	5.227663	2.107605	1.524528	3.188594	1.469649	1.459687	3.099587	2.183966	3.01505	0.886076	1.046512	0.884615	1.375	0.884822
C10orf88	1.222739	0.984772	0.922184	0.964169	1.02339	1.032078	1.093069	1.293706	0.936585	1.024845	1.004184	1.263158	0.970238	0.985915	0.977778	0.972864	1.014577	0.918288	1.21118	1.264865	0.974684	1.0	0.989691	1.513793	1.428571
CER1	0.910256	1.020942	0.882353	0.995215	0.881506	0.773261	0.952381	0.84	0.862302	1.022222	0.87485	0.837696	0.977508	1.22619	1.084967	1.027273	1.037383	1.05556	1.06338	0.959184	1.344314	1.065327	1.0	1.160553	1.347932
KIAA1009	0.865672	0.863248	0.969925	0.833333	0.986547	1.32973	1.297297	0.948148	0.93004	0.823129	0.965005	0.986301	0.982578	1.414365	0.937063	0.871526	0.891566	0.788807	1.199709	1.091787	1.24	1.155556	0.828947	2.122911	3.06837
AFAP1	0.673155	0.849462	0.685926	0.853503	0.833333	0.989967	0.798518	0.780083	0.736536	0.740463	0.732596	1.269406	0.708431	7.503628	0.801932	0.801136	0.847458	0.70864	1.262799	1.611652	5.868506	2.051881	0.784314	0.575758	1.544553
LARS2	1.241026	1.279279	1.023256	1.202532	1.197279	1.02339	1.193329	1.019305	1.119048	1.07109	1.141039	1.030303	1.032258	0.975	1.234323	1.796093	1.358449	1.229485	1.516565	1.0	1.07234	1.276743	1.226891	1.176724	1.039106
ERAL1	1.372414	0.93443	1.226667	0.96	0.761242	1.232877	0.92093	1.174357	1.526902	0.945946	1.220126	0.767558	0.988889	0.895731	1.53338	2.286024	1.815985	3.30639	2.227435	1.268657	0.895377	0.9375	1.42127	1.094848	0.971098
SHC1	1.406745	6.35157	1.773107	18.714403	0.995918	1.502817	1.225705	1.368765	0.815951	1.486288	1.330986	1.946341	1.662428	16.590225	8.240485	0.936409	0.859206	0.820755	0.904523	1.065089	1.0	17.93745	0.727273	1.028249	1.355263
DDX17	32.309864	0.63211	6.454451	0.654153	6.961467	10.737885	0.601667	7.283082	0.8	20.820866	1.282443	0.817927	1.929086	0.630157	0.5	0.8	24.88423	1.342266	0.759657	8.323375	0.826446	0.481892	6.371418	5.62941	0.832
ZNF124	1.057592	0.972477	1.895416	0.946108	1.0131	1.093851	1.271845	2.100948	1.98828	0.990291	1.008197	1.030351	1.058824	1.68477	0.992481	0.923858	1.077927	0.992754	1.128788	1.116203	1.534147	0.972547	0.957627	0.873563	1.03899
SHC2	0.822785	0.966421	0.906304	0.890533	0.949527	0.831276	0.891304	0.902439	0.825342	0.858513	0.951111	0.878261	0.887392	0.84789	0.835443	1.105691	0.802792	0.8375	0.830549	0.825175	0.954315	0.795539	1.887377	1.039722	1.074074
DDX10	5.454926	0.938182	1.936047	3.165441	3.759848	1.589197	7.749008	1.91419	4.371016	1.258427	5.402695	0.92549	1.720324	0.903448	0.97191	7.022878	37.201576	2.436548	8.468645	1.380531	0.906077	2.751077	0.940859	1.429309	1.226295
DDX11	1.309985	0.877193	1.407115	0.871795	1.447917	0.64394	1.294118	0.787182	3.057958	1.567583	0.825758	4.191786	1.374408	0.895522	3.822581	2.565933	2.985823	10.196032	4.637668	3.034781	0.930693	0.810427	0.849315	1.392067	0.929412
GJB1	0.84	0.767558	0.86875	0.694566	0.716981	0.762402	0.771429	0.774194	0.790123	0.854626	0.765152	1.639029	0.843137	0.938053	9.165225	0.762887	0.737374	0.803279	0.808423	0.777385	0.855556	0.691525	6.894495	1.166667	1.221053
GJB3	1.026667	1.098305	1.036364	59.402905	0.992481	1.049645	1.042373	0.995633	0.964043	1.006135	1.028807	0.994286	1.076076	0.970954	1.96689	1.014218	1.080357	1.071823	0.970588	0.908213	0.996466	1.192308	1.002616	1.098901	1.0
CCDC71	0.723716	1.742763	0.784146	0.787004	0.850427	0.8	0.841914	0.684753	0.804293	0.796209	0.693063	1.354097	0.862081	1.0	0.714286	0.941176	0.921032	0.945869	1.277778	0.812309	1.488372	1.021459	1.861027	0.942149	2.838462
GJB5	1.156398	1.27907	1.115789	13.601339	1.230595	1.127869	1.135135	1.202532	1.134831	1.171875	1.079365	1.153605	1.191921	1.048256	1.266667	1.228397	1.294964	1.170984	1.121693	1.164179	1.005988	1.267241	1.215861	1.109589	1.0978
GJB4	0.976744	1.043614	0.988798	0.989175	0.95	0.918919	1.04918	0.987599	0.938144	1.010204	0.988372	0.970297	1.02439	0.907216	0.983471	1.329201	1.011803	0.976471	1.211618	0.9375	1.153846	1.006452	1.063291	0.962779	0.955056
DDX18	6.074946	0.891026	7.577764	3.482027	2.652682	5.240222	4.667335	3.78319	9.771224	10.462591	2.141568	2.137643	10.972176	1.324004	1.861567	1.39823	0.901961	2.722847	1.23871	0.901029	1.21605	2.062648	0.769388	1.43299	0.91906
MSL2	1.797859	0.982143	2.75818	0.921348	2.073603	2.642454	9.803267	3.028216	4.276146	6.596072	5.015947	1.536171	7.658774	0.795539	0.569212	0.712987	0.74938	7.88889	1.846195	0.757895	0.979798	0.560189	0.588235	2.509591	0.91
DOCK3	0.86562	1.0	0.859649	0.835821	0.827586	0.861925	0.837945	0.857143	0.874286	0.859834	0.831169	0.871429	0.903738	0.970004	0.924051	0.907731	0.870544	0.912402	0.930481	0.942085	1.212121	0.824452	6.711477	1.280899	0.904913
PSMC1	1.447368	3.266309	1.268555	2.55877	1.752439	1.766091	1.254902	1.307832	1.342041	0.967742	1.248227	2.226045	0.877193	2.25897	1.762015	1.913384	1.589675	1.626459	1.533104	0.633953	1.247619	3.457861	1.633138	2.895783	3.148962
PSMC2	1.264638	0.996535	1.259542	0.953191	1.32093	0.923077	1.268293	1.079365	1.251968	1.049755	1.251534	1.26178	1.056962	0.778124	1.581481	0.851211	1.271889	0.940397	0.974026	0.705081	1.18593	0.938776	1.040698	0.913704	0.948837
PSMC3	2.606231	1.628571	1.945347	1.742763	4.531954	1.236125	1.232759	1.424908	1.72093	1.307229	1.438596	4.303376	1.239673	3.961788	5.828268	1.559633	1.597718	1.698011	1.40373	0.485498	0.813953	4.212406	0.591837	0.822485	0.850618
PSMC4	1.597223	1.616162	1.351225	1.706847	1.67208	1.423077	1.44379	1.405	0.971751	1.167175	1.814815	2.280739	1.015152	1.225092	3.475638	3.238898	1.673522	2.341029	1.015974	1.228758	0.788321	1.974896	0.973294	1.484536	1.0
PSMC5	1.533104	1.390374	1.318681	1.467584	2.120145	1.513274	1.509991	1.398489	1.433441	1.765347	1.761454	2.110695	1.655172	0.759036	2.704343	1.283721	0.933798	1.808307	0.916923	0.651609	0.765523	1.432099	1.967848	1.912727	1.011236
PSMC6	3.312346	2.125	2.798013	3.68141	6.35157	2.345362	4.32541	3.048135	4.851086	3.30639	3.469164	3.938391	2.856385	1.920252	2.246371	3.787128	2.585832	1.839261	2.147502	0.864198	0.748086	2.399175	0.780488	1.397059	0.504325
RBM23	1.35426	0.503417	1.255102	0.883041	0.654457	1.881416	1.0245	1.494253	1.304485	1.458311	1.25185	2.032895	1.335714	0.773261	1.561852	0.591837	1.58656	2.497349	1.728257	1.392222	0.639177	0.724638	1.230189	1.46678	0.96875
ARFIP1	0.840744	2.870466	0.836364	1.0	0.926606	1.165536	0.880916	1.238938	0.871595	0.886994	0.912042	1.032967	0.883333	4.457891	1.078788	0.924111	1.105991	0.920188	1.279737	1.098446	1.247059	1.748306	0.988235	0.988095	1.804598
ARFIP2	1.224045	1.430233	0.835294	1.737276	0.677618	0.294519	0.839552	0.727391	1.001331	1.141892	0.707501	0.802469	0.89011	0.989247	1.778944	1.300838	0.870175	1.286385	1.032078	1.969828	0.903955	2.994306	1.381215	1.238636	0.787611
STARD5	1.132867	1.137931	1.172582	1.305439	1.159763	1.132686	1.207048	1.104478	1.103774	1.226667	1.170886	1.031056	1.191781	0.965986	1.087719	1.062408	1.134146	1.144578	1.0	0.962963	0.995122	1.159574	1.225134	1.17913	1.009259
KIF18A	3.829604	0.984699	0.851095	0.993711	1.5625	1.0	0.928105	0.931937	0.924528	0.940741	0.910714	2.802903	0.907801	3.021613	1.087719	1.152417	1.063584	1.384615	1.449184	1.548837	1.302251	1.060498	0.973684	1.472603	2.214896
SH3GLB1	1.276915	8.579131	5.299362	3.259736	1.313131	5.076464	3.130584	4.115648	1.77551	1.936936	6.011087	0.488491	4.147764	1.217391	0.559219	1.071225	0.63965	0.760973	0.561268	0.547937	0.847953	3.997123	5.617507	2.276379	0.663497
CEP85	1.269587	1.123506	0.987478	1.018182	0.950192	0.61128	0.932836	1.082569	1.325301	0.991803	0.998729	3.565645	1.004517	0.837736	1.390625	1.876106	1.443239	1.688889	1.52851	0.974504	0.901734	0.703297	0.977099	1.754274	3.506084
SH3GLB2	1.777778	0.779796	2.112527	0.722456	3.521134	1.252686	1.59542	0.776471	1.041096	2.320285	1.25938	12.094346	1.598132	0.833333	3.27136	0.695187	2.119383	2.736218	0.570897	8.22385	0.828221	0.659518	2.833231	0.733894	0.87218
TRIP10	1.427429	6.949421	0.825397	3.537227	0.369898	0.594217	0.625633	0.344952	0.383685	0.63623	0.239	0.710479	0.649589	1.066798	2.0493	3.329314	0.769231	0.782531	0.83009	1.812198	52.121822	3.174614	1.980159	1.359155	1.530156
TRIP11	1.227095	1.277778	1.112583	1.196581	1.350649	1.171752	1.252686	1.183514	1.091356	1.250814	1.189189	1.16129	1.24812	1.063415	1.242236	1.058824	1.171053	1.206665	1.106569	1.031125	1.049934	1.284572	1.28	1.32	1.029851
TRIP12	2.564122	3.797639	2.520828	4.377682	1.954196	2.553483	1.58794	2.645898	1.972183	2.768637	3.233533	3.562892	3.174614	1.302326	0.474805	3.191837	1.415586	2.468033	1.375	0.687225	0.561268	5.030387	2.612953	9.421924	13.353679
TRIP13	5.28893	0.876404	0.995951	4.048902	7.246462	0.839286	0.853933	0.904762	4.031939	0.829268	0.828004	7.360653	0.857143	20.713562	9.917202	18.0	9.567327	11.560704	22.741989	0.905603	1.591605	1.877907	0.858285	5.674015	10.268023
CLEC10A	0.77964	0.96063	21.025129	1.019481	0.886416	22.420753	0.892562	9.644458	1.336538	0.871526	0.95	0.968421	0.953846	2.244283	1.08982	0.985186	1.380711	0.801585	1.408696	1.276923	2.031382	1.103448	0.935323	1.139535	1.513793
CPVL	0.790698	0.754806	31.049671	0.706197	54.572918	107.418259	1.553742	49.955811	3.204766	0.797967	6.004748	4.518391	0.804598	0.823529	0.746082	1.420561	0.756953	3.329314	0.795539	0.8125	1.119565	0.680672	0.877723	0.825243	6.358612
HLA-G	1.878674	1.352038	2.831107	1.293478	0.795181	2.910711	2.434469	3.128531	1.308108	4.803337	4.0842	1.308587	4.6	0.837901	0.969502	0.62753	1.926346	1.21875	1.955056	3.610316	0.727811	1.494253	0.89313	1.081834	0.871526
TEX13A	1.05042	1.067416	1.01712	1.052308	1.052133	1.001957	1.081081	1.037037	1.033175	1.03668	1.060976	1.044444	1.107692	1.061224	1.09	1.03148	1.120482	1.064327	0.994652	1.038674	1.117241	1.014493	1.012407	1.136095	5.132937
GIN1	1.302108	1.177253	1.232877	1.191638	1.411765	1.209877	1.515332	1.639029	1.125475	3.542997	1.722876	1.232323	2.927756	1.181818	1.07438	1.256757	1.397453	1.203111	1.145729	1.169478	1.168981	1.081081	1.142045	1.064465	1.263682
SNORD34	1.505599	3.028216	1.457083	2.09005	1.846937	1.577586	3.224658	1.43404	1.92173	2.863087	1.780999	0.651914	2.366355	0.82718	1.445071	3.531841	4.128514	1.952332	3.884776	5.777077	0.669931	2.793829	0.362279	0.300264	0.458452
SNORD33	1.505882	3.025946	1.457955	2.086592	1.8476	1.57692	3.228889	1.433793	1.920927	2.857784	1.779583	0.651306	2.369736	0.827434	1.44484	3.527155	4.132732	1.954196	3.878443	5.784297	0.669119	2.789946	0.359784	0.303661	0.46018
FN3KRP	1.364286	0.956975	2.156065	1.203747	3.030506	1.0	1.291661	1.027933	2.868486	1.474032	1.41961	2.057475	1.942707	0.767129	1.797859	1.07971	0.866081	3.300731	0.909082	0.758123	0.819444	0.943182	2.99171	1.129944	0.920755
NCLN	0.993789	1.205479	1.02963	1.040698	1.1875	1.154822	1.074866	1.137087	1.072848	1.07971	1.032967	1.157637	1.131925	1.259867	1.090445	1.123288	1.272727	1.134694	1.26	1.2	1.089633	1.260274	1.251185	1.139896	1.191277
C8orf44	0.953271	0.907391	0.879433	0.858134	0.977444	1.263736	0.904762	1.331169	0.895789	1.293103	1.075163	1.377254	1.146067	1.376471	0.919828	0.896647	0.91018	0.879765	1.189469	1.23569	2.3	0.922619	1.634488	0.8	1.38
TIMM13	3.534817	3.181335	3.433906	5.148936	4.858342	1.812198	1.372036	1.448276	3.997123	0.917355	1.287356	0.838507	1.218083	1.533679	2.029201	2.77726	5.362283	2.77726	3.085472	19.653814	0.774648	2.845316	0.852868	1.249191	0.757361
LOC101060247	1.930347	3.245519	3.20088	1.39645	2.386207	0.841558	3.56043	1.365079	2.721611	6.61563	2.525543	6.358612	6.03959	0.695671	0.848072	3.968859	4.753082	3.759848	2.449386	1.456704	0.879476	0.902174	1.414634	4.267678	2.248229
