GENE	721_B_lymphoblasts	Adipocyte	BDCA4+_DentriticCells	BronchialEpithelialCells	CD105+_Endothelial	CD14+_Monocytes	CD19+_BCells(neg	CD33+_Myeloid	CD34+	CD4+_Tcells	CD56+_NKCells	CD71+_EarlyErythroid	CD8+_Tcells	CardiacMyocytes	Colorectaladenocarcinoma	Leukemia_chronicMyelogenousK-562	Leukemia_promyelocytic-HL-60	Leukemialymphoblastic(MOLT-4)	Lymphoma_burkitts(Daudi)	Lymphoma_burkitts(Raji)	SkeletalMuscle	SmoothMuscle	Spinalcord	TestisGermCell	TestisLeydigCell
IL3RA	0.010969	0.01058	1.0	0.0037	0.009541	0.012072	0.010969	0.012916	0.008762	0.010774	0.012008	0.011943	0.004154	0.009606	0.011813	0.01045	0.008178	0.00688	0.015123	0.024599	0.0344	0.0	0.012721	0.002791	0.010969
IL4R	0.004499	0.001463	0.026939	0.011274	0.001463	0.028836	1.0	0.020597	0.003252	0.068296	0.011491	0.00103	0.014472	0.00916	0.001409	0.000921	0.000813	0.0	0.061358	0.00477	0.002222	0.012575	0.001951	0.002981	0.001463
IL6	0.001913	0.001426	0.001555	0.001426	0.001452	0.001631	0.001683	0.00217	0.00199	0.001606	0.001811	0.001273	0.001298	0.180809	0.001503	0.004886	0.001196	0.000965	0.002246	0.002631	0.001862	1.0	0.005168	0.000991	0.001452
IL7R	0.00051	0.000226	0.002427	0.000202	0.000249	0.000297	0.00032	0.000533	0.000557	1.0	0.031043	0.000155	0.74579	0.000533	0.000226	0.000131	0.000853	1.3e-05	0.000522	0.000652	0.00051	0.000368	0.000297	6e-05	0.000214
ILF3	0.536322	0.002398	0.514984	0.029489	0.555023	0.078398	0.297291	0.321985	1.0	0.560777	0.300647	0.353632	0.520499	0.010549	0.014385	0.023016	0.001199	0.016063	0.008631	0.023735	0.006953	0.00983	0.004076	0.0	0.002877
IMPDH2	0.83306	0.041786	0.101754	0.3635	0.366986	0.055639	0.295215	0.058191	0.962201	0.11244	0.076396	0.035543	0.10663	0.146525	0.389177	0.337275	0.59255	0.440784	1.0	0.513876	0.019777	0.188699	0.037822	0.006471	0.0
INHBB	0.038816	0.073102	0.031723	0.026994	0.028176	0.031132	0.03054	0.04059	0.039999	0.031723	0.036452	0.024038	0.02522	0.04059	1.0	0.022856	0.021673	0.018127	0.039999	0.04591	0.041772	0.033496	0.031132	0.584433	0.072511
INPP4A	0.074254	0.002856	0.722657	0.001481	0.003067	0.059128	0.001587	0.025809	0.00751	0.445949	0.404802	0.001587	1.0	0.01026	0.002539	0.001164	0.00201	0.002327	0.008885	0.011953	0.008145	0.004971	0.010366	0.0	0.004231
INSL3	0.000855	0.000542	0.00069	0.000526	0.000575	0.00069	0.000674	0.000953	0.000904	0.00069	0.000805	0.000476	0.000509	0.001085	0.000559	0.000427	0.000394	0.000263	0.000953	0.001183	0.000838	0.000723	0.000657	0.109117	1.0
IPCEF1	1.0	0.012936	0.01505	0.012407	0.012407	0.030206	0.013641	0.20908	0.01787	0.337023	0.231813	0.011878	0.204498	0.017518	0.013288	0.011526	0.010997	0.00994	0.01787	0.020161	0.015932	0.015579	0.014522	0.009411	0.012936
IQCG	0.061873	0.0301	0.06689	0.028428	0.033445	0.040134	0.040134	0.091973	0.070234	0.043478	0.061873	0.023411	0.025084	0.080268	0.033445	0.016722	0.013378	0.0	0.070234	0.093645	0.053512	0.048495	0.045151	0.429766	1.0
IQCK	0.033406	0.03149	0.0	0.048467	0.012322	0.015334	0.014239	0.01506	0.030394	0.021632	0.038609	0.017525	0.005476	0.075849	0.034775	0.024096	0.017798	0.010953	0.047097	0.068729	0.136637	0.276287	0.481654	0.959474	1.0
IRF1	0.175887	0.00164	0.651765	0.0	0.003797	0.84776	0.286701	0.478554	0.147493	0.728834	0.915768	0.002244	1.0	0.004401	0.061534	0.009234	0.00561	0.0334	0.012859	0.539398	0.004488	0.004488	0.002417	0.001208	0.001985
IRF4	1.0	0.00084	0.497912	0.000773	0.000908	0.002908	0.060288	0.009347	0.001959	0.001213	0.005484	0.000637	0.000874	0.001654	0.000908	0.000535	0.000468	0.000196	0.001823	0.002603	0.00362	0.001315	0.001145	0.000332	0.000806
IRF7	0.10683	0.000385	1.0	0.000366	0.000513	0.118458	0.048764	0.061857	0.022212	0.031606	0.040743	0.000623	0.019905	0.001007	0.013258	0.000201	0.000201	0.0	0.001007	0.051639	0.000787	0.000714	0.000604	5.5e-05	0.000366
IRF8	0.035287	0.000167	1.0	5.1e-05	0.002326	0.112643	0.267038	0.125891	0.154583	0.004667	0.072219	0.000319	0.000471	0.000674	0.000362	0.000116	0.048853	0.0	0.146155	0.088199	0.000529	0.000341	0.000594	2.2e-05	0.000355
ISG15	0.375484	0.007295	0.16509	0.012803	0.034834	0.22717	0.080411	0.133998	0.02796	0.149828	0.238459	0.0074	0.095442	0.003742	0.09786	0.048184	0.033153	0.007253	1.0	0.119093	0.001997	0.031408	0.018416	0.002355	0.0
ISG20	0.147259	0.000467	0.333891	0.000817	0.001012	0.003035	1.0	0.001362	0.001362	0.376065	0.270747	0.437692	0.334786	0.001401	0.000545	0.000272	0.024394	0.0	0.881843	0.171031	0.000973	0.003502	0.0007	3.9e-05	0.000506
ISYNA1	0.001243	0.002656	0.000848	0.001752	0.002995	0.001356	0.003504	0.0026	0.099582	0.009438	0.005708	0.001752	0.00486	0.007686	0.008082	0.054369	0.0	0.001695	0.004295	0.008873	0.005369	0.003221	0.005313	1.0	0.085905
ITGA2B	0.002781	0.001247	0.00187	0.001104	0.004699	0.030487	0.004267	0.004411	1.0	0.003308	0.002973	0.001823	0.001199	0.002781	0.001295	0.001056	0.000672	0.000289	0.002781	0.0035	0.007862	0.001679	0.001583	0.00048	0.001295
ITGA6	0.008396	0.010495	0.007161	1.0	0.010742	0.007038	0.010866	0.011113	0.048525	0.141993	0.043462	0.010989	0.186072	0.031238	0.627608	0.002223	0.062477	0.0	0.016916	0.027781	0.029016	0.011853	0.049512	0.083961	0.023954
ITGB3BP	0.528678	0.0	0.025472	0.079362	0.587593	0.003119	0.060475	0.007104	0.571478	0.035349	0.081788	0.131	0.057009	0.009704	0.030844	0.332005	1.0	0.5869	0.524692	0.046959	0.003812	0.000866	0.002079	0.060301	0.060995
ITGB4	0.010002	0.004774	0.005228	1.0	0.004774	0.006365	0.006365	0.011821	0.011366	0.007047	0.008638	0.004319	0.003637	0.010684	0.781087	0.002501	0.002273	0.000227	0.011821	0.014094	0.016595	0.007274	0.02546	0.0	0.004774
ITGBL1	0.023331	1.0	0.020538	0.019552	0.020702	0.02251	0.021852	0.025303	0.025468	0.020702	0.023331	0.020209	0.018073	0.038122	0.021195	0.019059	0.018566	0.015936	0.029083	0.034178	0.034342	0.029412	0.023003	0.016265	0.022345
ITK	0.001876	0.001481	0.001234	0.00079	0.000938	0.000839	0.000987	0.002369	0.001876	0.960215	0.303914	0.000444	1.0	0.003159	0.001037	0.000444	0.000395	0.054988	0.002863	0.003603	0.002468	0.001777	0.001481	0.0	0.001135
ITM2A	0.06914	0.014033	0.002807	0.000753	0.011706	0.001643	0.022317	0.003286	0.197152	0.185241	0.166963	0.00089	0.140676	0.004792	0.001095	0.038267	0.0	1.0	0.003765	0.004792	0.003286	0.002327	0.190991	0.040183	0.001095
ITM2C	0.106677	0.010117	1.0	0.006042	0.01851	0.005595	0.070731	0.003079	0.149905	0.023402	0.021537	0.00235	0.023402	0.060652	0.032242	0.006604	0.00433	0.02574	0.009798	0.007971	0.0	0.102781	0.426721	0.022712	0.004854
ITPKB	0.026468	0.017774	0.025696	0.000193	0.021832	0.032844	0.065881	0.037674	0.039219	0.820325	0.483964	0.001159	1.0	0.02473	0.012944	0.002318	0.001932	0.005023	0.037674	0.048107	0.018161	0.012172	0.889297	0.0	0.001932
ITPR1	0.112139	0.002642	0.318415	0.002477	0.006606	0.055822	1.0	0.179356	0.123534	0.060941	0.059785	0.002973	0.046078	0.022626	0.004129	0.003798	0.011726	0.0	0.013873	0.039967	0.014699	0.006111	0.009249	0.014533	0.02114
IZUMO4	0.014445	0.004793	0.006402	0.00533	0.009351	0.003453	0.008279	0.013373	0.011228	0.018735	0.006402	0.004793	0.00533	0.017662	0.017931	0.002649	0.001844	0.000236	0.014177	0.527867	0.009619	0.008279	0.008815	1.0	0.878816
JUP	0.33055	0.001856	0.06045	1.0	0.014707	0.045001	0.082579	0.022083	0.09942	0.002041	0.008861	0.000186	0.0	0.054883	0.223614	0.190118	0.00682	0.003758	0.009232	0.028207	0.025145	0.069218	0.022733	0.012897	0.015402
KCNH2	0.005822	0.004501	0.005266	0.004501	1.0	0.004849	0.004919	0.006101	0.088143	0.005197	0.005614	0.384818	0.004849	0.00617	0.005058	0.083624	0.004015	0.003528	0.006031	0.006726	0.005544	0.005266	0.004919	0.100241	0.005127
KDM5D	0.004586	0.001479	0.426923	0.00355	0.025444	0.03003	0.0	0.069379	0.528994	1.0	0.206953	0.930621	0.185207	0.006213	0.003994	0.002959	0.031953	0.035207	0.009615	0.114201	0.010651	0.007396	0.065681	0.096154	0.014349
KEL	0.02087	0.015684	0.018041	0.015684	0.32894	0.017098	0.017098	0.021341	0.022755	0.016863	0.019456	1.0	0.015213	0.020634	0.015684	0.026291	0.013799	0.012384	0.02087	0.023227	0.020398	0.01922	0.017806	0.029355	0.015684
KHDRBS3	0.0	0.012875	0.000232	0.011483	0.004872	0.004466	0.009279	0.004988	0.016934	0.003132	0.000754	0.007945	0.001682	0.023662	0.013803	0.006031	0.010555	0.007713	0.016934	0.022792	0.019486	0.010439	0.020994	1.0	0.566259
KIAA0101	0.618565	0.000203	0.044987	0.066483	1.0	0.000203	0.000456	0.092265	0.950128	0.000355	0.007419	0.444321	9.1e-05	0.050703	0.031924	0.207962	0.385601	0.620622	0.659822	0.049578	0.000416	0.014634	0.000233	0.0	0.000162
KIAA1551	0.027907	0.006242	0.089178	0.002728	0.084719	0.221581	0.448355	0.252846	0.053717	0.747364	0.492997	0.126475	1.0	0.0	0.002308	0.013849	0.004459	0.04931	0.016262	0.009128	0.015895	0.009023	0.008813	0.009128	0.019986
KIF15	0.437127	0.003736	0.004927	0.003141	0.385632	0.00582	0.005224	0.01088	0.315682	0.005522	0.008201	0.854743	0.002545	0.012963	0.008499	0.002545	0.003141	1.0	0.08202	0.015047	0.008796	0.007308	0.005522	0.007903	0.009392
KIR2DS4	0.02263	0.021204	0.019956	0.020134	0.020134	0.021204	0.020669	0.02566	0.02673	0.021204	1.0	0.018708	0.019243	0.027621	0.020847	0.018352	0.017995	0.016213	0.026908	0.029938	0.026373	0.025125	0.021739	0.016747	0.021204
KIT	0.005159	0.003654	0.003018	0.002786	0.018702	0.004349	0.00406	0.005912	1.0	0.00458	0.017661	0.002034	0.003712	0.004696	0.003134	0.035081	0.004117	0.002497	0.006317	0.006722	0.005564	0.001282	0.016503	0.002555	0.003423
KLF2	0.01221	0.005783	0.128566	0.002364	0.057461	0.455329	0.746343	0.758808	0.022841	1.0	0.984179	0.003206	0.840944	0.01498	0.008464	0.003575	0.001741	0.0	0.005684	0.010023	0.010002	0.013218	0.016538	0.032859	0.01898
KLF4	0.001005	0.004051	0.171825	0.001199	0.00525	0.139352	0.003111	1.0	0.009884	0.003532	0.017986	0.001815	0.002269	0.011796	0.012282	0.0	0.002042	9.7e-05	0.00525	0.006773	0.008264	0.002431	0.004796	0.012866	0.014032
KLRB1	0.001399	0.000984	0.003339	0.000963	0.001028	0.001115	0.001159	0.001486	0.001442	0.584741	1.0	0.000875	0.642207	0.001551	0.001006	0.000832	0.000788	0.000657	0.001508	0.001747	0.001333	0.001224	0.001137	0.000701	0.000984
KLRC1	0.005711	0.004999	0.010291	0.005033	0.004999	0.006492	0.005779	0.006797	0.00717	0.175356	1.0	0.005406	0.247813	0.01331	0.005542	0.004694	0.004253	0.003608	0.007815	0.009579	0.012428	0.006152	0.006526	0.003812	0.006492
KLRC2	0.007141	0.00643	0.011714	0.006463	0.00643	0.00792	0.007209	0.008225	0.008597	0.176541	1.0	0.006836	0.248894	0.014728	0.006971	0.006125	0.005684	0.005041	0.009241	0.011002	0.013848	0.007581	0.007954	0.005244	0.00792
KLRC3	0.009413	0.008826	0.008899	0.008752	0.008752	0.010001	0.009193	0.011837	0.011103	0.009707	1.0	0.008752	0.031152	0.02043	0.008899	0.007871	0.007871	0.006549	0.013159	0.01639	0.017051	0.010735	0.010001	0.006696	0.009781
KLRD1	0.001083	0.000511	0.000812	0.000511	0.000571	0.000692	0.000722	0.001143	0.001113	0.031145	1.0	0.00039	0.125187	0.001113	0.000541	0.00033	0.0003	0.000149	0.001083	0.001324	0.000842	0.000842	0.000692	0.00021	0.000511
KLRF1	0.000857	0.000461	0.000703	0.000439	0.000483	0.000769	0.000835	0.001055	0.001121	0.002659	1.0	0.000352	0.028831	0.00145	0.000483	0.000264	0.00022	0.0	0.001187	0.001626	0.001165	0.000769	0.000637	8.8e-05	0.000527
KLRG1	0.004802	0.001921	0.003361	0.001921	0.002241	0.002721	0.002721	0.004962	0.004802	0.318022	0.012964	0.00128	1.0	0.004802	0.002081	0.00096	0.0008	0.0	0.004802	0.005922	0.003361	0.003361	0.002721	0.00048	0.001921
KLRK1	0.0	0.00139	0.005219	0.001305	0.001418	0.001007	0.003744	0.002383	0.001347	0.462466	0.369853	0.001234	1.0	0.002326	0.001362	0.001319	0.006283	0.000723	0.00234	0.002709	0.008793	0.00183	0.001645	0.000808	0.001333
KMT2A	0.248935	0.004733	0.048746	0.007099	0.034075	0.027449	0.267392	0.119262	0.251301	1.0	0.091813	0.003786	0.950781	0.015144	0.026976	0.003786	0.004733	0.029342	0.025556	0.02177	0.015144	0.008519	0.009465	0.0	0.004733
KNTC1	0.76043	0.0	0.005375	0.000512	0.325825	0.002048	0.021244	0.023036	0.555157	0.034809	0.123368	0.054262	0.008702	0.023803	0.045047	0.576657	0.241362	1.0	0.460967	0.038393	0.025339	0.006399	0.004607	0.101357	0.023803
KRR1	0.48654	0.007644	0.694583	0.03556	1.0	0.046527	0.366235	0.05683	0.917581	0.287471	0.55766	0.361582	0.17348	0.090395	0.023596	0.010302	0.014955	0.02991	0.027584	0.031572	0.021602	0.132935	0.010967	0.0	0.010635
KRT18	0.000183	0.000101	0.000131	0.142644	0.000111	0.000126	0.000131	0.000209	0.000214	0.000142	0.000178	7.5e-05	0.000101	0.128638	1.0	0.048549	6e-05	2.9e-05	0.000203	0.000245	0.000147	0.031135	0.000126	0.000568	0.000373
KRT23	0.003624	0.002893	0.003112	0.01134	0.003003	0.003149	0.003076	0.003953	0.003844	0.003076	0.003478	0.002674	0.002674	0.004868	1.0	0.002564	0.002491	0.002162	0.003917	0.004392	0.003588	0.003442	0.003149	0.012145	0.006842
KRT5	0.000525	0.000409	0.059166	1.0	0.000415	0.000445	0.000445	0.00055	0.000537	0.000458	0.000525	0.000384	0.000402	0.000544	0.385392	0.000372	0.000366	0.000329	0.000537	0.000593	0.000476	0.000476	0.000445	0.000335	0.000409
LAGE3	0.160595	0.005616	0.07878	0.005313	1.0	0.021251	0.0551	0.015786	0.389648	0.013509	0.071645	0.133273	0.014117	0.002884	0.072404	0.0085	0.050243	0.077565	0.017304	0.033242	0.009866	0.010018	0.010322	0.0	0.003188
LAIR2	0.005583	0.005435	0.006249	0.00403	0.003586	0.005213	0.004326	0.006323	0.006027	0.005583	1.0	0.003586	0.010539	0.010169	0.003882	0.003364	0.003068	0.002403	0.007432	0.008912	0.015273	0.004992	0.004918	0.002846	0.006175
LAMA4	0.01	0.197923	0.010877	0.01	0.012413	0.011608	0.011243	0.013144	0.011754	0.010365	0.012632	0.01	0.007952	0.032448	0.010585	0.009561	0.009415	0.007879	0.014972	0.017239	0.018043	1.0	0.012047	0.018628	0.011828
LAMB1	0.001607	1.0	0.001285	0.256768	0.004739	0.006025	0.005141	0.006266	0.004257	0.001607	0.004298	0.005141	0.000723	0.41678	0.005543	0.003052	0.003253	0.0	0.008434	0.011648	0.010603	0.966744	0.010764	0.015021	0.006466
LAMC1	0.039244	1.0	0.013822	0.120091	0.00452	0.000954	0.008437	0.006863	0.008682	0.0048	0.000779	0.002632	0.000394	0.418581	0.012318	0.006723	0.010955	0.00522	0.014871	0.036167	0.014242	0.560867	0.013297	0.016584	0.017214
LAPTM4B	0.002755	0.042391	0.007441	0.276705	0.004042	0.002826	0.006189	0.007441	0.333011	0.012306	0.003434	0.002397	0.002254	0.120663	0.157509	1.0	0.0	0.066645	0.003255	0.017457	0.025113	0.142413	0.188703	0.623918	0.140338
LAPTM5	0.599297	0.000899	0.63783	0.0003	0.109305	0.790356	1.0	0.833685	0.282787	0.686079	0.46924	0.006786	0.567754	5.5e-05	0.001022	0.021569	0.02161	0.022809	0.131746	0.125424	0.000368	0.000572	0.014539	0.0	0.000313
LBH	0.001881	0.000667	0.072555	0.000607	0.267471	0.00091	1.0	0.002123	0.002245	0.953045	0.722822	0.419194	0.885343	0.003458	0.08117	0.000182	6.1e-05	0.017714	0.006188	0.002609	0.001335	0.001335	0.003033	0.0	0.000667
LCK	0.229017	0.001293	0.019064	0.001293	0.001325	0.001489	0.011387	0.002044	0.002011	0.976185	0.251982	0.001162	1.0	0.002567	0.001881	0.001064	0.003808	0.348776	0.028504	0.002926	0.001848	0.001652	0.001456	0.001358	0.001293
LCN2	0.008614	0.064395	0.003468	1.0	0.028784	0.033792	0.004441	0.044503	0.053962	0.005971	0.011396	0.033375	0.002077	0.043946	0.921129	0.041721	0.040191	0.035044	0.041582	0.07288	0.104734	0.047424	0.087903	0.038104	0.034348
LCP1	1.0	0.000433	0.160149	0.000541	0.003299	0.146141	0.070096	0.226838	0.073828	0.113311	0.223863	0.000433	0.109416	0.001514	0.00027	0.012061	0.064579	0.075775	0.087998	0.036076	0.002704	0.000487	0.001298	0.0	0.00768
LDLRAP1	0.074592	0.006494	0.013154	0.004995	0.010323	0.011822	0.013487	0.017816	0.014819	1.0	0.080087	0.015818	0.874292	0.011822	0.009657	0.007326	0.001499	0.0	0.009824	0.008991	0.012987	0.006827	0.101399	0.001166	0.007826
LEF1	0.024398	0.022091	0.026417	0.018918	0.024398	0.02584	0.023821	0.03132	0.034204	0.940139	0.032762	0.022091	0.746896	0.072276	0.024686	0.019495	0.018053	0.713439	0.036223	0.042857	0.04055	0.027571	0.024975	0.017476	0.029013
LETMD1	0.756881	0.14941	0.205767	0.06291	0.08519	0.195282	0.613368	0.166448	0.364351	0.640236	0.324377	0.007208	0.715596	0.055046	0.197903	0.647444	1.0	0.522936	0.397117	0.701835	0.048493	0.055046	0.114024	0.066841	0.0
LGALS2	0.005643	0.00456	0.313803	0.004456	0.005179	0.385333	0.005127	1.0	0.005901	0.004972	0.005643	0.004353	0.004301	0.005901	0.004611	0.004147	0.004043	0.003527	0.006263	0.006727	0.005901	0.00523	0.004972	0.003682	0.004611
LGR4	0.089015	0.111742	0.054924	0.945076	0.323864	0.153409	0.134469	0.149621	0.172348	0.0625	0.106061	0.126894	0.030303	1.0	0.107955	0.060606	0.045454	0.0	0.227273	0.318182	0.517045	0.535985	0.318182	0.246212	0.155303
LHPP	0.004935	0.00191	0.004139	0.002069	0.003025	0.002865	0.033906	0.005571	0.005571	0.003184	0.004298	0.004776	0.001751	0.004616	0.002229	0.001114	0.000796	0.0	0.005094	0.006367	0.003343	0.003502	1.0	0.000478	0.002069
LIG1	0.962131	0.0	0.022017	0.00044	1.0	0.003082	0.049317	0.011449	0.373844	0.183179	0.059005	0.786438	0.152356	0.011008	0.02642	0.033025	0.021576	0.461911	0.185821	0.018054	0.006165	0.006165	0.003523	0.007926	0.000881
LILRA2	0.007424	0.006605	0.084302	0.005962	0.032095	1.0	0.007131	0.666121	0.040513	0.006371	0.027827	0.007541	0.005085	0.015375	0.006547	0.006313	0.005553	0.004442	0.011165	0.013211	0.023793	0.008184	0.007599	0.0045	0.008242
LILRA4	0.023174	0.009472	1.0	0.008231	0.008933	0.053516	0.040528	0.015358	0.036069	0.020225	0.022507	0.018061	0.006851	0.033308	0.049561	0.009799	0.008606	0.006909	0.024028	0.106525	0.048613	0.006792	0.013228	0.011379	0.03463
LILRA6	0.005166	0.002971	0.103714	0.002971	0.003202	1.0	0.00378	0.927447	0.007361	0.00378	0.017066	0.002509	0.002856	0.005513	0.003087	0.002278	0.002162	0.001469	0.005628	0.006206	0.004357	0.004242	0.003664	0.001816	0.002971
LILRB1	0.023683	0.001784	0.33557	0.001588	0.003945	1.0	0.002963	0.654823	0.005221	0.003061	0.062964	0.001391	0.001588	0.004043	0.001784	0.001097	0.001097	0.000311	0.004141	0.015336	0.003748	0.002766	0.002668	0.000409	0.001882
LILRB2	0.002858	0.001928	0.078849	0.001634	0.005943	1.0	0.002319	0.547626	0.00369	0.002319	0.075079	0.001536	0.001438	0.003054	0.001781	0.001438	0.00134	0.000997	0.003494	0.003935	0.003201	0.002711	0.003935	0.000948	0.001879
LIMA1	0.08612	0.443734	0.005058	1.0	0.000702	0.002599	0.005268	0.005479	0.018404	0.010466	0.019106	0.0	0.006884	0.054861	0.011942	0.006954	0.006252	0.00576	0.01138	0.012223	0.007446	0.526061	0.015875	0.016999	0.007867
LINC00339	0.189189	0.064865	0.12973	0.05946	0.07027	0.097298	0.12973	0.178378	0.183784	0.167568	0.151352	0.037838	0.362162	0.156757	0.064865	0.037838	1.0	0.0	0.340541	0.210811	0.113514	0.124324	0.097298	0.027027	0.064865
LIPG	0.012898	0.011481	0.011372	0.438371	0.011917	0.012789	0.012135	0.015405	0.014097	0.01159	0.013661	0.011372	0.010173	0.017695	0.012244	0.011263	0.010282	0.008538	0.015733	0.018567	0.017368	1.0	0.013225	0.040151	0.012462
LLGL1	0.098221	0.351186	0.0	0.304485	0.324314	0.213862	0.022424	0.006116	0.30189	0.001853	0.143254	0.282246	0.027983	1.0	0.606931	0.280022	0.267976	0.286323	0.509822	0.662898	0.454781	0.524092	0.390289	0.280207	0.624722
LMNA	0.749202	0.623494	0.024101	0.501184	0.564528	0.029972	0.020187	0.024565	0.209548	0.00515	0.008961	0.29689	0.000978	1.0	0.995777	0.139046	0.011948	0.0	0.016274	0.032547	0.059841	0.585024	0.070296	0.101452	0.066176
LMO2	0.000856	0.001453	0.13429	0.001033	1.0	0.516724	0.036385	0.641425	0.968522	0.002615	0.072755	0.412007	0.000969	0.046668	0.060083	0.027572	0.0	0.006812	0.001614	0.025199	0.00481	0.009879	0.037031	0.00607	0.001566
LOC100507577	0.025586	0.033111	0.077833	0.004085	0.036121	0.025156	0.048592	0.161256	0.254139	1.0	0.120189	0.0	0.894861	0.025371	0.00817	0.002365	0.00516	0.00301	0.014406	0.019566	0.018061	0.014191	0.023221	0.044077	0.025371
LOC101060389	0.129504	0.02551	0.054084	0.017868	0.001007	0.068121	0.114719	0.067374	0.109653	0.316312	0.069699	0.004163	0.289483	0.055496	0.088305	0.181335	0.030411	0.054914	0.063221	0.265229	0.084401	0.016539	0.061393	0.41117	1.0
LOC81691	0.012655	0.000358	0.000596	0.000377	0.014701	0.000536	0.000437	0.000815	0.04778	0.000517	0.000675	0.000596	0.000278	0.000934	0.000834	0.007788	0.002126	0.0	0.001649	0.001113	0.001967	0.000596	0.000497	0.779438	1.0
LONP1	0.571333	0.008149	0.050761	0.041277	0.184878	0.029388	0.052231	0.020438	0.121694	0.041411	0.072936	0.025114	0.064253	0.113679	0.228026	0.857868	0.22148	0.066925	0.288004	1.0	0.008416	0.104996	0.041945	0.002939	0.0
LOXL1	0.004664	0.47264	0.003883	0.003703	0.003643	0.003823	0.003883	0.004904	0.004904	0.003943	0.004483	0.003283	0.003283	0.6664	0.033484	0.003102	0.002982	0.002442	0.005144	0.005924	0.005264	1.0	0.004003	0.012409	0.003583
LPIN1	0.046327	0.024694	0.005102	0.003265	0.003469	0.004286	0.004082	0.008163	0.007551	0.00551	0.006939	0.002245	0.006327	0.008571	0.003061	0.001633	0.001429	0.0	0.008163	0.009796	0.006735	0.00551	0.00449	1.0	0.347551
LPL	0.001829	1.0	0.001628	0.001386	0.009261	0.001548	0.001527	0.00187	0.00187	0.001527	0.001749	0.001346	0.001346	0.00197	0.001487	0.001286	0.001266	0.001125	0.00191	0.002132	0.002192	0.001608	0.002454	0.001185	0.001447
LRIF1	0.9552	0.0192	0.0448	0.0528	0.2696	0.0408	0.4456	0.0504	0.26	0.0968	0.4768	0.0216	0.3216	0.0656	0.0552	1.0	0.016	0.0	0.0624	0.1776	0.0512	0.0432	0.0336	0.408	0.0264
LRMP	0.115314	0.000378	0.065833	0.000307	0.000401	0.035394	0.173313	0.076994	0.022629	0.01555	0.061161	0.00026	0.046767	0.000873	0.000378	0.003469	0.705427	0.057386	1.0	0.480203	0.000637	0.000637	0.000519	0.0	0.000425
LRRC23	0.074114	0.444683	0.046187	0.125671	0.063373	0.029001	0.001074	0.025779	0.120301	0.010741	0.112782	0.095596	0.0	0.204082	0.314715	0.258862	0.184748	0.236305	0.340494	0.709989	0.276047	0.22986	0.334049	0.851773	1.0
LRRN3	0.017313	0.016118	0.015162	0.01301	0.014205	0.016835	0.015879	0.021855	0.022811	0.369417	0.019942	0.012532	1.0	0.024962	0.014205	0.011576	0.01062	0.00799	0.024962	0.02807	0.027353	0.019703	0.024245	0.284319	0.017791
LSG1	0.302198	0.122057	0.177394	0.07967	0.096154	0.16876	0.142072	0.14011	0.784144	0.313579	0.153454	0.0	0.400314	1.0	0.19584	0.148744	0.058477	0.222135	0.597331	0.1146	0.19898	0.163265	0.116954	0.043171	0.145604
LSR	0.261601	0.008577	0.010936	0.173514	0.007453	0.011722	0.044305	0.01352	0.012734	0.020037	0.009363	0.007902	0.048238	0.019924	1.0	0.17284	0.005655	0.003408	0.018801	0.045654	0.022846	0.013857	0.011835	0.049586	0.011273
LSS	0.338094	0.370178	0.03794	0.113582	0.01982	0.000633	0.023539	0.008268	0.010207	0.040076	0.072517	0.060292	0.038612	0.00538	0.058789	0.060371	0.108834	0.080666	0.049689	1.0	0.00447	0.088579	0.147367	0.027179	0.0
LST1	0.019843	0.00126	0.163255	0.00126	0.004777	1.0	0.01706	0.406299	0.026352	0.005984	0.130551	0.003255	0.001155	0.001627	0.00021	0.0	0.000315	0.005669	0.00273	0.001785	0.00231	0.00126	0.002257	0.000262	0.001522
LTA	1.0	0.017794	0.018611	0.017794	0.018407	0.017794	0.01902	0.023514	0.020858	0.022901	0.021267	0.018611	0.017181	0.024944	0.018202	0.016568	0.020858	0.014321	0.026374	0.209005	0.02331	0.01902	0.021675	0.01473	0.018407
LTB	0.069037	0.000169	0.375507	0.000137	0.014205	0.019348	1.0	0.005407	0.014722	0.595883	0.126088	0.000137	0.438588	0.000517	0.000422	8.4e-05	0.022738	0.000106	0.134484	0.158996	0.000401	0.000285	0.000253	0.0	0.000169
LTBP2	0.003021	0.404162	0.001846	0.048087	0.003944	0.001594	0.001678	0.003441	0.003273	0.001762	0.002769	0.00663	0.000923	0.118916	0.032729	0.001091	0.001427	0.0	0.004783	0.004364	0.006546	1.0	0.010994	0.024253	0.004364
LTBP3	0.002895	0.036571	0.051527	0.007478	0.046751	0.006272	0.030347	0.011772	0.089497	0.587881	0.125488	0.014908	0.612052	0.073141	1.0	0.016452	0.0	0.005452	0.011097	0.02668	0.019588	0.089738	0.209244	0.016114	0.020746
LTF	0.222378	0.688951	0.198618	0.179177	0.185657	0.194298	0.194298	0.825035	0.228859	0.198618	0.211578	0.172697	0.172697	0.250459	0.183497	0.166217	0.161897	0.146776	0.235339	0.26774	0.228859	0.209418	0.226698	0.496706	1.0
