Bleh	CD4.positive..alpha.beta.T.cell	CD14.positive..CD16.negative.classical.monocyte	mature.neutrophil	cytotoxic.CD56.dim.natural.killer.cell	memory.B.cell	CD38.negative.naive.B.cell	macrophage	memory.CD4.positive.alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
IL10RA	0.010104	0.048767	0.003378	0.029621	0.035826	0.013458	0.007054	0.045365	0.052956
IL11RA	0.0398	0.006511	0.005357	0.006302	0.008175	0.007473	0.003271	0.027984	0.010049
IL16	0.24046	0.025936	0.117334	0.093585	0.095451	0.092437	0.011061	0.077435	0.096973
IL18RAP	0.001161	0.000931	0.018267	0.033182	0.0009	0.000812	0.0	0.001514	0.00291
IL1B	0.000652	0.094196	0.008442	0.000801	0.000692	0.000828	0.00077	0.000687	0.0
IL1R1	0.020906	0.024459	0.045906	0.014765	0.017327	0.010277	0.031367	0.023571	0.019674
IL1R2	0.0	0.014704	0.200116	0.001025	0.009839	0.005942	0.01304	0.010943	0.01094
IL1RN	0.000465	0.159696	0.078259	0.000678	0.001558	0.002918	0.166468	0.001016	0.0
IL21R	0.011483	0.001871	0.0	0.012049	0.003825	0.012625	0.003421	0.008611	0.014586
IL2RB	0.000739	0.000387	0.000476	0.015797	0.000374	0.000396	0.0	0.000937	0.002403
IL32	0.056621	0.004002	0.006124	0.074318	0.00231	0.0	0.002459	0.165803	0.183995
IL33	0.015386	0.004865	0.005391	0.009015	0.0	0.011085	0.009454	0.013145	0.010274
IL3RA	0.006403	0.009292	0.011274	0.006867	0.00756	0.010129	0.007054	0.008664	0.005197
IL4R	0.025727	0.009246	0.034392	0.003294	0.003992	0.111473	0.004017	0.012623	0.005888
IL6	0.000567	0.001795	0.000133	0.000898	0.002635	0.001613	0.0	0.00087	0.000133
IL7R	0.026653	0.000267	0.000153	0.00023	4e-05	0.000148	0.0	0.018719	0.016329
ILF3	0.14731	0.044384	0.007993	0.038045	0.075635	0.073109	0.014415	0.060731	0.062884
IMPDH2	0.227624	0.07055	0.057389	0.091813	0.328169	0.22447	0.07661	0.217875	0.147885
INHBB	0.0	0.012614	0.029741	0.013792	0.013445	0.015054	0.008364	0.011372	0.010196
INPP4A	0.057812	0.022486	0.021256	0.076884	0.006499	0.004578	0.009956	0.03505	0.054539
INSL3	0.000535	0.000368	0.000754	0.00043	0.000397	0.000399	0.0	0.000503	0.000416
IPCEF1	0.065789	0.018253	0.027985	0.022704	0.010224	0.0	0.01124	0.022832	0.028737
IQCG	0.036987	0.036533	0.024853	0.035614	0.036105	0.030209	0.052638	0.035117	0.039369
IQCK	0.041267	0.031835	0.032167	0.032766	0.041173	0.038889	0.045827	0.039718	0.037354
IRF1	0.105791	0.187804	0.310556	0.143684	0.105014	0.135427	0.006868	0.119646	0.123424
IRF4	0.001221	0.000958	0.000612	0.000768	0.002393	0.003182	0.0	0.00102	0.000997
IRF7	0.00081	0.003042	0.009059	0.002087	0.002984	0.001699	0.000813	0.00137	0.001165
IRF8	0.000485	0.005492	0.00037	0.001822	0.016064	0.018411	0.002048	0.000343	0.000437
ISG15	0.016949	0.025462	0.238914	0.075234	0.038982	0.017818	0.02237	0.081263	0.043594
ISG20	0.007873	0.000914	0.021991	0.008601	0.021913	0.024779	0.000194	0.017982	0.015972
ISYNA1	0.005296	0.003221	0.006751	0.005099	0.004782	0.004359	0.00556	0.006249	0.004899
ITGA2B	0.000624	0.001457	0.000716	0.000763	0.000812	0.000865	0.0	0.00112	0.000388
ITGA6	0.542554	0.01578	0.018768	0.073762	0.012448	0.012047	0.093295	0.140984	0.077288
ITGB3BP	0.010274	0.004459	0.00346	0.008836	0.009916	0.010475	0.00533	0.006563	0.009357
ITGB4	0.000734	0.000303	0.00747	0.001343	0.00021	0.001705	0.002882	0.000265	0.001669
ITGBL1	0.010257	0.002376	0.011433	0.0	0.001384	0.004308	0.019676	0.010485	0.01554
ITK	0.095789	0.000911	0.000457	0.019458	0.00013	0.0	4.4e-05	0.052983	0.044007
ITM2A	0.127096	0.018975	0.01771	0.09678	0.02375	0.025878	0.009704	0.223719	0.088252
ITM2C	0.035512	0.031059	0.030724	0.026944	0.204807	0.039368	0.029568	0.03827	0.039576
ITPKB	0.391117	0.041033	0.059778	0.102139	0.043467	0.071247	0.075934	0.244266	0.123215
ITPR1	0.041075	0.033607	0.026637	0.028047	0.098894	0.406703	0.032721	0.033284	0.035534
IZUMO4	0.006563	0.003876	0.008014	0.002967	0.005537	0.005429	0.0	0.005712	0.004119
JUP	0.015709	0.034652	0.021912	0.014808	0.029789	0.030335	0.02449	0.013442	0.014859
KCNH2	0.004582	0.001137	0.003007	0.003192	0.00467	0.00381	0.0	0.004474	0.003993
KDM5D	0.043057	0.021471	0.016531	0.019115	0.007175	0.007349	0.019939	0.003872	0.042658
KEL	0.012185	0.0	0.014423	0.010551	0.006535	0.01148	0.015266	0.011237	0.009995
KHDRBS3	0.008691	0.008718	0.011204	0.009061	0.009324	0.010401	0.011213	0.008893	0.008498
KIAA0101	0.000172	7.5e-05	0.00028	0.000308	0.000111	5.3e-05	0.000468	0.000208	0.000283
KIAA1551	0.240027	0.058637	0.612338	0.126987	0.153066	0.155701	0.018505	0.150213	0.254375
KIF15	0.0	0.00108	0.002699	0.002877	0.002885	0.001538	0.002215	0.000521	0.001498
KIR2DS4	0.009225	0.012494	0.0	0.020173	0.014498	0.011145	0.001283	0.014433	0.01641
KIT	0.003925	0.001823	0.005212	0.003626	0.001577	0.003013	0.0	0.004664	0.004
KLF2	0.088448	0.017563	0.056918	0.02812	0.049287	0.094352	0.007941	0.100731	0.041398
KLF4	0.00174	0.03023	0.004785	0.002191	0.002885	0.003435	0.003083	0.002955	0.002013
KLRB1	0.001089	0.000788	0.000734	0.022497	0.000689	0.000674	0.0	0.013938	0.006948
KLRC1	0.004652	0.003615	0.003401	0.03792	0.002579	0.001324	0.0	6.1e-05	0.008049
KLRC2	0.00559	0.00407	0.0	0.020743	0.005658	0.005099	0.002777	0.00416	0.007725
KLRC3	0.006174	0.006003	0.005731	0.016136	0.003912	0.002133	2.7e-05	0.0	0.009276
KLRD1	0.000215	0.000292	0.000464	0.028104	0.000272	6.4e-05	0.0	0.000199	0.013661
KLRF1	0.000202	0.000198	0.000172	0.034263	0.000238	0.000152	5.7e-05	9.7e-05	0.00117
KLRG1	0.003103	0.001227	0.000315	0.040916	0.000821	0.001336	0.001652	0.010491	0.08991
KLRK1	0.00183	0.001437	0.001332	0.062214	0.005363	0.007368	0.000499	0.001364	0.06271
KMT2A	0.069436	0.026976	0.017548	0.029717	0.061145	0.10322	0.014671	0.055401	0.070088
KNTC1	0.030127	0.008343	0.014367	0.012798	0.02068	0.026026	0.013003	0.012059	0.011259
KRR1	0.161284	0.021079	0.01626	0.035526	0.045152	0.060904	0.028625	0.0441	0.040725
KRT18	0.000152	5.5e-05	0.000135	0.0	0.000127	0.00014	6.1e-05	0.000137	0.000118
KRT23	0.00105	0.002833	0.016657	0.001939	0.0	0.001678	0.001725	0.001972	0.002093
KRT5	2.4e-05	0.000302	1.6e-05	0.000296	4.9e-05	0.0	6e-06	0.000298	0.000176
LAGE3	0.014156	0.011739	0.006266	0.016681	0.018188	0.012812	0.018355	0.018916	0.015866
LAIR2	0.003919	0.001665	0.002745	0.016498	0.0	0.002637	0.002335	0.004955	0.005218
LAMA4	0.010181	0.0	0.00163	0.003297	0.006249	3.9e-05	0.005367	0.005124	0.005374
LAMB1	0.006072	0.003379	0.005661	0.003704	0.004227	0.005703	0.003955	0.000685	0.002784
LAMC1	0.008169	0.009674	0.007795	0.0076	0.015574	0.019822	0.012426	0.000738	0.0
LAPTM4B	0.053259	0.045938	0.048476	0.048072	0.048016	0.042819	0.046179	0.053163	0.047375
LAPTM5	0.056964	0.070162	0.108511	0.038494	0.057772	0.072219	0.128295	0.044206	0.037837
LBH	0.048679	0.001225	0.001731	0.042427	0.037315	0.04679	0.000612	0.028481	0.042879
LCK	0.032595	0.001214	0.001026	0.027304	0.001544	0.001868	0.0	0.028942	0.032822
LCN2	0.028336	0.036977	0.062263	0.019941	0.034798	0.035758	0.0	0.031462	0.01913
LCP1	0.058104	0.12758	0.261384	0.111858	0.064389	0.04777	0.182544	0.080768	0.096002
LDLRAP1	0.11764	0.010216	0.006878	0.012097	0.013112	0.009979	0.015894	0.038342	0.035393
LEF1	1.0	0.022629	0.017895	0.025966	0.015688	0.021669	0.0	0.306472	0.110023
LETMD1	0.64501	0.187093	0.135411	0.180426	0.302958	0.338468	0.163697	0.385288	0.261952
LGALS2	0.003428	0.039082	0.004268	0.0	0.003802	0.003153	0.017317	0.003409	0.000899
LGR4	0.112641	0.139213	0.088393	0.091153	0.133361	0.147321	0.165724	0.091312	0.08868
LHPP	0.005049	0.00482	0.004232	0.004289	0.008361	0.011947	0.004868	0.005227	0.00456
LIG1	0.040464	0.002819	0.004383	0.016829	0.027132	0.020281	0.006725	0.018718	0.013489
LILRA2	0.003474	0.043301	0.076954	0.004085	0.004983	0.005824	0.050268	0.0	0.004839
LILRA4	0.009703	0.014443	0.018481	0.012285	0.026549	0.01415	0.015253	0.012974	0.0
LILRA6	0.0	0.015157	0.031394	0.000922	0.00029	0.001297	0.005344	0.001642	0.000653
LILRB1	9.7e-05	0.007453	0.002524	0.002076	0.004237	0.004005	0.002594	0.0	0.002254
LILRB2	0.000185	0.015818	0.016254	0.000394	0.00113	0.00099	0.001841	0.0	0.000266
LIMA1	0.010835	0.008801	0.00749	0.011547	0.008273	0.008621	0.011316	0.011184	0.011189
LINC00339	0.125818	0.097863	0.087934	0.171996	0.162814	0.165525	0.101085	0.126274	0.182207
LIPG	0.007903	0.0	0.005732	0.006487	0.007749	0.004094	0.010757	0.00307	0.004548
LLGL1	0.32752	0.324037	0.312412	0.374536	0.316673	0.320603	0.328669	0.352458	0.362739
LMNA	0.071927	0.095838	0.057728	0.070575	0.069854	0.06097	0.544718	0.22588	0.090882
LMO2	0.009771	0.043975	0.026854	0.008022	0.010836	0.012578	0.032774	0.008436	0.006129
LOC100507577	0.114672	0.028883	0.022041	0.025573	0.043164	0.067321	0.027622	0.032591	0.030308
LOC101060389	0.043286	0.017867	0.05451	0.008804	0.040621	0.004994	0.043163	0.0	0.006372
LOC81691	0.000102	0.000314	0.000287	0.000311	9.9e-05	0.00028	0.000387	0.000162	0.000239
LONP1	0.026459	0.024565	0.015496	0.028877	0.036192	0.03124	0.140395	0.039586	0.039464
LOXL1	0.003129	0.001084	0.004202	0.002636	0.003022	0.002873	0.0	0.00367	0.003309
LPIN1	0.021986	0.004288	0.002659	0.011421	0.006596	0.00618	0.007305	0.011548	0.011117
LPL	0.001015	0.001473	0.001158	0.000518	0.000906	0.001152	0.04113	0.0	0.001232
LRIF1	0.039952	0.031237	0.065428	0.049099	0.04754	0.042333	0.041545	0.036623	0.047972
LRMP	0.003273	0.003716	0.021045	0.003871	0.011497	0.009109	0.001103	0.000835	0.001402
LRRC23	0.296878	0.294605	0.303974	0.286334	0.298759	0.293028	0.315764	0.296554	0.287942
LRRN3	0.029424	0.009946	0.008879	0.0	0.008794	0.011188	0.002465	0.016538	0.014447
LSG1	0.37969	0.169588	0.137971	0.176145	0.190065	0.232382	0.152826	0.189782	0.198354
LSR	0.020151	0.005191	0.0	0.01019	0.016985	0.019217	0.013881	0.024192	0.021041
LSS	0.031066	0.027661	0.024206	0.037596	0.032072	0.030191	0.046915	0.030619	0.032282
LST1	0.001751	0.093254	0.183181	0.001286	0.002265	0.002817	0.019242	0.004615	0.001952
LTA	0.018131	0.012387	0.017	0.016334	0.017107	0.016569	0.0	0.01828	0.017107
LTB	0.014784	0.000261	0.004091	0.000437	0.018247	0.015888	4.2e-05	0.020064	0.010703
LTBP2	0.00283	0.002823	0.005287	0.004006	0.002879	0.00246	0.003413	0.00323	0.003523
LTBP3	0.053348	0.024035	0.026493	0.032694	0.031097	0.026077	0.028429	0.033522	0.027546
LTF	0.101853	0.12328	0.245205	0.14692	0.0	0.156226	0.141304	0.088485	0.091231
LUC7L2	1.0	0.455914	0.274432	0.404771	0.587276	0.826114	0.19518	0.420607	0.51957
LXN	0.004913	0.004402	0.008638	0.004948	0.004016	0.003952	0.012937	0.004913	0.004501
LY75-CD302	0.002303	0.002457	0.003248	0.00209	0.001784	0.00191	0.001781	0.00201	0.002299
LY86	0.001701	0.04957	0.000831	0.001444	0.081385	0.05434	0.030275	0.0	0.001136
LYZ	0.00042	0.195221	0.019969	0.000389	0.000301	0.000451	0.053815	0.000432	0.000264
LZTFL1	0.020542	0.019917	0.024571	0.020901	0.020821	0.023167	0.020031	0.020901	0.018663
MACROD1	0.006113	0.003413	0.00145	0.00535	0.005785	0.004585	0.008194	0.006031	0.006854
MAD2L1	0.004758	9.3e-05	0.000244	0.003114	0.002433	0.002292	0.003676	0.00592	0.004814
MAFB	0.0	0.008538	0.002142	0.000928	0.000337	0.001193	0.002839	0.000937	0.000885
MAL	0.106049	0.006932	0.006234	0.0	0.005896	0.006124	0.001702	0.091498	0.010444
MAN2B1	0.006084	0.075453	0.012585	0.006704	0.024603	0.018072	0.102621	0.019425	0.012425
MAP4K1	0.007103	0.003223	0.000613	0.008475	0.042489	0.015223	0.000199	0.022601	0.029169
MARCKSL1	0.07127	0.074066	0.097645	0.06886	0.078183	0.089588	0.049301	0.067271	0.063761
MATK	0.005228	0.003058	0.003704	0.18505	0.003601	0.005073	0.128167	0.008748	0.081789
MBNL1	0.273877	0.139468	0.084765	0.160035	0.10523	0.181531	0.051048	0.170297	0.170297
MBP	0.001315	0.001081	0.005963	0.004277	0.000576	0.000628	0.002235	0.001946	0.002816
MCCC2	0.016629	0.013623	0.010838	0.013707	0.016093	0.017423	0.013872	0.013639	0.014521
MCL1	0.099399	0.126076	0.288699	0.046035	0.037254	0.029892	0.009895	0.075725	0.064313
MCM10	0.004484	0.0	0.00994	0.010866	0.007967	7.7e-05	0.011956	0.007912	0.008317
MCM2	0.000888	0.000364	0.000686	0.001983	0.002718	0.002616	0.001852	0.001007	0.001448
MCM4	0.003742	0.002707	0.003213	0.004922	0.003667	0.004131	0.007078	0.003882	0.004587
MCM5	0.004276	0.005375	0.004312	0.007978	0.030403	0.015697	0.005467	0.004512	0.00501
MCTS1	0.052938	0.047844	0.045649	0.052009	0.05328	0.049338	0.067619	0.050287	0.05091
ME1	0.015075	0.019661	0.0	0.016013	0.000482	0.015325	0.028278	0.016829	0.020048
ME2	0.046435	0.075676	0.070197	0.044549	0.038292	0.039312	0.095985	0.038477	0.044405
MEA1	0.150613	0.148955	0.147746	0.21174	0.190396	0.153355	0.224416	0.18194	0.177219
MEF2B	0.00272	0.002037	0.008966	0.002767	0.005621	0.001275	0.0	0.003507	0.002414
MEGF9	0.021617	0.113203	0.190556	0.024824	0.020839	0.020544	0.028173	0.023901	0.023301
MEST	0.034295	0.031118	0.024356	0.029704	0.034956	0.034529	0.028032	0.032936	0.031804
MFAP1	0.125061	0.121479	0.181826	0.152608	0.11939	0.115884	0.176307	0.130722	0.134569
MFHAS1	0.006799	0.003293	0.0	0.00554	0.006882	0.004855	0.016975	0.019032	0.005178
MGP	0.033979	0.028707	0.034544	0.030585	0.030604	0.032257	0.022494	0.030135	0.030145
MGST2	0.059536	0.128521	0.083751	0.078895	0.056117	0.057107	0.235803	0.072084	0.062489
MIA	0.027002	0.023064	0.035415	0.026518	0.03057	0.0	0.0226	0.025472	0.025271
MINPP1	0.002605	0.002845	0.001011	0.003255	0.002483	0.002446	0.004181	0.002593	0.002913
MIR1306	0.03104	0.031618	0.024781	0.033637	0.035998	0.033391	0.021718	0.032759	0.048342
MIR1908	0.004064	0.006012	0.004535	0.005226	0.004217	0.004408	0.011892	0.004501	0.004192
MIR3658	0.0	0.003039	0.000155	0.005567	0.00317	0.001849	0.004917	0.001308	0.00241
MIR4640	0.049827	0.044958	0.047756	0.045689	0.056221	0.055875	0.042617	0.044792	0.046683
MIR4707	0.010907	0.01972	0.050169	0.009483	0.013325	0.009868	0.023707	0.011076	0.007553
MIS18A	0.005047	0.003545	0.0	0.005952	0.005851	0.005276	0.004167	0.004686	0.005563
MLC1	0.003037	0.005743	0.004668	0.054843	0.001783	0.002966	0.0	0.001557	0.005318
MLXIP	0.01224	0.012962	0.013366	0.006641	0.008245	0.011463	0.005841	0.007832	0.007127
MME	0.000756	0.001236	0.088667	0.0	0.000895	0.001643	0.007554	0.000834	0.000655
MMP1	0.000421	0.000216	0.0	0.000244	0.000347	0.000192	0.000357	5.2e-05	0.000129
MMP2	0.00454	0.001527	0.001628	0.002569	0.003696	0.003126	0.004851	0.0	0.000987
MNDA	0.000163	0.03356	0.134558	0.000282	0.001459	0.000731	0.01096	0.000317	0.000429
MPO	0.00069	0.000894	0.0009	0.000395	0.000267	0.00028	0.000738	0.0	0.000621
MPP1	0.016679	0.05965	0.079644	0.0151	0.01434	0.013901	0.092537	0.014225	0.014222
MRPL12	0.026021	0.028892	0.023948	0.030585	0.03223	0.027005	0.036619	0.030613	0.030521
MRPS17	0.011405	0.010508	0.003759	0.013259	0.012652	0.01043	0.012779	0.012163	0.01184
MRPS33	0.192679	0.10747	0.063503	0.119817	0.140623	0.091986	0.151267	0.176298	0.149189
MRS2	0.078858	0.077292	0.053779	0.095859	0.090137	0.080618	0.168835	0.084321	0.092334
MS4A1	0.001228	0.001487	0.001256	0.001477	0.030615	0.034508	0.0	0.001427	0.001756
MS4A3	0.01244	0.013955	0.018235	0.01193	0.006692	0.011254	0.011911	0.001757	0.0
MS4A6A	0.000585	0.033278	0.002116	0.000433	0.0	0.000572	0.001289	0.000682	0.000573
MSMO1	0.016974	0.015716	0.016116	0.020175	0.017066	0.016668	0.095985	0.0183	0.01796
MT1E	0.057802	0.055803	0.008193	0.054056	0.041773	0.0169	0.184749	0.055687	0.080809
MT1X	0.038726	0.039009	0.02871	0.038545	0.031914	0.027756	0.038688	0.043366	0.045178
MTF2	0.022195	0.009911	0.009557	0.011075	0.011329	0.015047	0.00982	0.011028	0.010833
MUTYH	0.242918	0.120807	0.103754	0.14524	0.206299	0.199472	0.086513	0.213675	0.183564
MX1	0.020301	0.031824	0.206019	0.010166	0.038242	0.025028	0.009172	0.02163	0.012023
MXRA8	0.013532	0.010152	0.005734	0.011414	0.010771	0.01304	0.011693	0.01309	0.012894
MYB	0.001025	0.000497	0.000869	1.2e-05	6.4e-05	0.0	0.000105	0.000336	0.000307
MYL9	0.010708	0.012732	0.012068	0.011976	0.012521	0.011474	0.021797	0.010926	0.010201
MYLK	0.022603	0.027837	0.017708	0.022599	0.023668	0.022769	0.029037	0.024897	0.022939
MYLPF	0.0	4.1e-05	9.9e-05	9.3e-05	2.6e-05	1.5e-05	5.8e-05	1.3e-05	5.2e-05
MYO15B	0.14634	0.23208	0.088426	0.056129	0.149897	0.385025	0.036321	0.035708	0.045268
MYO1B	0.005247	0.0	0.001583	0.002131	0.005564	0.009679	0.005828	0.004039	0.003211
MYO1D	0.004682	0.003935	0.003419	0.003913	0.005102	0.00478	0.007673	0.004835	0.00478
MYOF	0.002827	0.007988	0.002533	0.001912	0.001737	0.001542	0.034915	0.002172	0.001826
MYOM1	0.007281	0.00346	0.008224	0.004662	0.005753	0.006172	0.000872	0.003826	0.003956
MYOM2	0.000144	2.9e-05	5e-05	0.011783	7.5e-05	0.000107	0.000115	0.002447	0.001843
MYOZ1	0.000931	0.000393	0.0	0.002011	0.000456	0.000461	0.003237	0.001166	0.001098
NAB1	0.157561	0.211213	0.322976	0.266539	0.140344	0.13778	0.164862	0.193734	0.208042
NACC2	0.005478	0.013494	0.015067	0.008037	0.004518	0.003101	0.011445	0.006454	0.006982
NAGA	0.006367	0.093554	0.0069	0.009536	0.008102	0.007067	0.034752	0.008669	0.007095
NAIP	0.00332	0.038675	0.032294	0.001715	0.003041	0.004751	0.002461	0.001103	0.001266
NANS	0.067973	0.179265	0.122103	0.057308	0.065779	0.049568	0.368523	0.074233	0.056683
NBEAL2	0.012629	0.085316	0.224073	0.057121	0.011719	0.009489	0.014616	0.036164	0.079805
NCALD	0.003578	0.001633	0.001568	0.030892	0.001196	0.000963	0.0	0.005584	0.013472
NCF1	7.3e-05	0.013935	0.040374	0.000127	0.007851	0.009658	0.000696	0.000226	0.000209
NCF1B	7.6e-05	0.004393	0.01705	5.9e-05	0.003624	0.005955	0.000219	0.000244	0.000209
NCF1C	4.1e-05	0.003608	0.012942	5.6e-05	0.005428	0.007241	0.000299	0.000121	4.8e-05
NCF2	0.000313	0.021721	0.059975	7.8e-05	0.00065	0.000282	0.019793	0.000517	9.3e-05
NCF4	0.000801	0.026222	0.116129	0.000387	0.022418	0.005227	0.008319	0.002648	0.001256
NCKAP1L	0.02688	0.064842	0.024532	0.037535	0.036808	0.049755	0.069647	0.01748	0.023538
NCOA3	0.028855	0.018671	0.017592	0.011005	0.069347	0.073712	0.012247	0.012119	0.012275
NDUFAF4	0.055467	0.02776	0.012877	0.037559	0.034851	0.029138	0.053807	0.037782	0.033911
NEB	0.0001	6.9e-05	0.000157	0.00013	0.000173	0.000191	1.1e-05	6.8e-05	5.9e-05
NEBL	0.011331	0.018144	0.024446	0.007473	0.005805	0.003776	0.0	0.010701	0.008863
NEIL1	0.104772	0.087602	0.100581	0.157722	0.115014	0.187768	0.075361	0.098324	0.098577
NEIL3	0.00345	0.032885	0.089661	0.020532	0.004144	0.0	0.019614	0.017958	0.017455
NEK2	0.008455	0.0	0.012402	0.012605	0.010143	0.009261	0.014332	0.010382	0.011446
NEK7	0.137284	0.128331	0.27866	0.137397	0.078693	0.09205	0.103026	0.145139	0.24952
NELL2	0.161132	0.012056	0.010183	0.011236	0.010511	0.007888	0.0	0.051491	0.083263
NET1	0.046659	0.031084	0.029702	0.032118	0.032309	0.031137	0.029278	0.033591	0.028841
NFE2	0.000261	0.002335	0.012101	0.000204	0.0	0.000301	0.000282	0.000319	0.000112
NFE2L3	0.004106	0.006737	0.003572	0.003294	0.004229	0.004146	0.005646	0.005546	0.005423
NFKBIE	0.00328	0.046229	0.007418	0.003975	0.010144	0.00725	0.011089	0.003803	0.003309
NID1	0.004375	0.006526	0.003683	0.0	0.001288	0.003714	0.004937	0.003424	0.001123
NINJ2	0.002022	0.006787	0.013219	0.003404	0.002451	0.002097	0.003083	0.005227	0.004013
NINL	0.00949	0.005734	0.0	0.009738	0.0083	0.008425	0.014223	0.008147	0.009754
NKG7	0.000265	0.000276	0.000244	0.037694	0.000188	0.000183	0.0	0.000579	0.015901
NKX3-1	0.007693	0.00462	0.017224	0.005984	0.009265	0.008778	0.0	0.007204	0.007591
NLRP1	0.046764	0.040535	0.069718	0.013984	0.012691	0.025403	0.002423	0.019765	0.019723
NLRP3	0.000278	0.065232	0.003179	0.000424	0.000102	0.0	0.001051	0.000874	0.000539
NMI	0.006499	0.011609	0.044473	0.009055	0.007657	0.005627	0.006969	0.008122	0.012178
NNMT	0.011981	0.008752	0.005611	0.011637	0.010079	0.011677	0.0	0.01024	0.010775
NOTCH1	0.029199	0.047636	0.334651	0.079692	0.028796	0.036602	0.019518	0.028448	0.03232
NPC1	0.018292	0.019431	0.021276	0.08876	0.016118	0.020087	0.082416	0.020515	0.054241
NQO1	0.004745	0.004452	0.000625	0.007676	0.004648	0.003693	0.035642	0.0055	0.005406
NQO2	0.04146	0.075295	0.19321	0.059026	0.040853	0.036088	0.075182	0.0413	0.056091
NR1H3	0.005043	0.006477	0.006101	0.008617	0.005041	0.005034	0.345163	0.005147	0.004881
NR4A2	0.006391	0.008392	0.008276	0.008076	0.009047	0.006334	0.002111	0.007477	0.006738
NRGN	0.001841	0.009822	0.00407	0.002131	0.002065	0.002249	0.004154	0.003214	0.001201
NRIP1	0.032831	0.035261	0.020707	0.026106	0.026523	0.033978	0.02515	0.024301	0.024237
NRN1	0.018229	0.020454	0.027604	0.0	0.020919	0.000796	0.014444	0.019585	0.01789
NRP1	0.03688	0.041559	0.0	0.021889	0.029933	0.007153	0.211659	0.03018	0.021163
NT5DC2	0.000411	0.003394	0.0	0.000728	0.001766	0.000556	0.003488	0.00017	0.001855
NUP133	0.023994	0.019012	0.01584	0.023176	0.023388	0.024379	0.017411	0.018961	0.021592
NUP188	0.059191	0.037695	0.008245	0.045562	0.063289	0.061214	0.059968	0.048534	0.054604
NUP37	0.009473	0.007022	0.005824	0.007337	0.007354	0.007583	0.009032	0.008242	0.008126
NUP98	0.053474	0.029539	0.101846	0.032748	0.049271	0.048639	0.015973	0.040611	0.045796
NUPR1	0.037575	0.043829	0.056897	0.030564	0.0	0.041387	0.138069	0.056343	0.050183
NUSAP1	7.1e-05	0.000612	0.000784	0.000555	0.000399	0.000138	0.001223	0.00051	0.000549
NXF3	0.001876	0.007577	0.008339	0.003852	0.003812	0.006399	0.008994	0.0	0.001424
OAS2	0.042103	0.058599	0.049403	0.085033	0.037212	0.037318	0.029765	0.057457	0.066841
OAT	0.168845	0.237974	0.226903	0.186829	0.148396	0.143253	0.311899	0.179892	0.187719
OBSL1	0.009723	0.006254	0.006486	0.00712	0.00619	0.0	0.014438	0.006438	0.002387
ODF2	0.001631	0.001371	0.000943	0.00186	0.001555	0.001556	0.000438	0.00167	0.001519
OGT	0.341872	0.072811	0.058971	0.118416	0.142621	0.194144	0.067066	0.10861	0.149514
OPHN1	0.090758	0.124264	0.110159	0.113077	0.106755	0.098252	0.121721	0.102591	0.080285
OPN3	0.004454	0.006859	0.004078	0.004656	0.007963	0.011132	0.010855	0.00416	0.004538
OSER1	0.096705	0.054115	0.166251	0.034021	0.11983	0.141054	0.036756	0.056452	0.038846
P2RX5	0.000535	0.000316	0.000303	0.000349	0.024632	0.021452	3.1e-05	0.000525	0.000591
P2RY13	0.001653	0.015409	0.071284	0.00564	0.0	0.005145	0.007089	0.002955	0.003035
P2RY14	0.002034	0.002175	0.005028	0.001996	0.002757	0.006243	0.0	0.003072	0.002804
P4HA2	0.000161	0.001283	0.002425	0.00037	0.000498	0.000135	0.002421	0.000656	0.000537
PADI2	0.006054	0.020138	0.086463	0.006112	0.00727	0.005397	0.010792	0.0	0.001407
PAPSS2	0.005225	0.007387	0.007686	0.001042	0.0	0.003916	0.007342	0.004905	0.002081
PAQR6	0.00241	0.003032	0.004319	0.002461	0.002211	0.002229	0.002372	0.002593	0.00253
PARK7	0.486304	0.667396	0.2054	1.0	0.884913	0.459016	0.842978	0.855238	0.985123
PBXIP1	0.422369	0.026616	0.281589	0.18672	0.217562	0.079234	0.03132	0.611573	0.410349
PCNT	0.006859	0.004376	0.00341	0.009337	0.004922	0.004308	0.002541	0.005776	0.010206
PCOLCE	0.003724	0.003521	0.004887	0.004674	0.004089	0.003308	0.002071	0.004772	0.004409
PCOLCE2	0.0	0.010748	0.019977	0.004636	0.002072	0.012397	0.019058	0.008623	0.00761
PCSK6	0.00279	0.003924	8.4e-05	0.00531	0.002927	0.003607	0.007692	0.003093	0.003003
PDE4B	0.101167	0.36718	0.333692	0.028522	0.403787	0.413202	0.017364	0.229912	0.158164
PDE4DIP	0.030175	0.02286	0.011555	0.012395	0.02012	0.029841	0.130396	0.026221	0.01533
PDGFA	0.006288	0.012538	0.004385	0.011139	0.011567	0.010538	0.023969	0.009544	0.011992
PDGFRA	0.025411	0.035462	0.040506	0.0	0.000463	0.0	0.050382	0.024673	0.027369
PDHA1	0.645978	0.350378	0.223035	0.316406	0.372953	0.248529	0.840011	0.286184	0.376785
PDLIM1	0.024869	0.029495	0.02858	0.029933	0.086702	0.067695	0.021277	0.026974	0.027965
PDLIM4	0.005666	0.005048	0.007824	0.003835	0.002895	0.004285	0.013807	0.0	0.003043
PDLIM5	0.096639	0.281329	0.166427	0.09398	0.082881	0.098357	0.15168	0.095798	0.089539
